REGISTRO_ANCINE,RAZAO_SOCIAL,CNPJ,ATIVIDADE_ECONOMICA,CLASSIFICACAO_ATIVIDADE
21967,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,15.693.797/0001-27,Treinamento em informática,SECUNDARIA
22011,P. C. PARAIZO DE LIMA PRODUÇÕES ME,15.757.699/0001-06,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
22184,SENHORA FILMES LTDA - ME,16.595.181/0001-86,Produção de filmes para publicidade,PRINCIPAL
22184,SENHORA FILMES LTDA - ME,16.595.181/0001-86,Estúdios cinematográficos,SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,Produção de filmes para publicidade,SECUNDARIA
22312,PIQUE-BANDEIRA PRODUCOES LTDA - ME,14.210.788/0001-75,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,Estúdios cinematográficos,PRINCIPAL
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,Produção de filmes para publicidade,SECUNDARIA
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,Serviços de dublagem,SECUNDARIA
22430,EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME,14.635.446/0001-05,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,Comércio varejista de livros,SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,"Edição de cadastros, listas e outros produtos gráficos",SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,Fabricação de painéis e letreiros luminosos,SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,Impressão de material para uso publicitário,SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,Instalação de painéis publicitários,SECUNDARIA
23438,MEGA COMERCIO E SERVIÇOS LTDA,11.982.842/0001-02,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
23725,BLUE DOG FILMES LTDA - ME,14.165.196/0001-89,Produção de filmes para publicidade,PRINCIPAL
23725,BLUE DOG FILMES LTDA - ME,14.165.196/0001-89,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
23725,BLUE DOG FILMES LTDA - ME,14.165.196/0001-89,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
23725,BLUE DOG FILMES LTDA - ME,14.165.196/0001-89,Atividades de televisão aberta,SECUNDARIA
24025,CINE SÃO MATEUS LTDA,17.151.166/0001-01,Atividades de exibição cinematográfica,PRINCIPAL
24025,CINE SÃO MATEUS LTDA,17.151.166/0001-01,"Comércio varejista de doces, balas, bombons e semelhantes",SECUNDARIA
24025,CINE SÃO MATEUS LTDA,17.151.166/0001-01,"Lanchonetes, casas de chá, de sucos e similares",SECUNDARIA
24116,T M TRENTO COMUNICACAO,39.794.680/0001-06,Agências de publicidade,PRINCIPAL
24116,T M TRENTO COMUNICACAO,39.794.680/0001-06,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
24116,T M TRENTO COMUNICACAO,39.794.680/0001-06,Edição de jornais não diários,SECUNDARIA
24116,T M TRENTO COMUNICACAO,39.794.680/0001-06,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SECUNDARIA
24231,CINEMAGIC VITORIA CINEMAS LTDA - ME,18.012.019/0001-13,Atividades de exibição cinematográfica,PRINCIPAL
24231,CINEMAGIC VITORIA CINEMAS LTDA - ME,18.012.019/0001-13,"Comércio varejista de doces, balas, bombons e semelhantes",SECUNDARIA
24231,CINEMAGIC VITORIA CINEMAS LTDA - ME,18.012.019/0001-13,"Lanchonetes, casas de chá, de sucos e similares",SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,Produção de filmes para publicidade,PRINCIPAL
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,Atividades de gravação de som e de edição de música,SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,Atividades de sonorização e de iluminação,SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,Filmagem de festas e eventos,SECUNDARIA
24242,USINA ESTUDIO FILMES LTDA ME,18.008.314/0001-04,Produção musical,SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
24384,H C M DOS SANTOS,12.379.149/0001-02,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,Estúdios cinematográficos,SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,Filmagem de festas e eventos,SECUNDARIA
24384,H C M DOS SANTOS,12.379.149/0001-02,Produção de filmes para publicidade,SECUNDARIA
24421,G. OLIVEIRA SANDES STORCHE- ESTUDIO COMUNICAÇÃO - ME,18.162.501/0001-30,Produção de filmes para publicidade,PRINCIPAL
24421,G. OLIVEIRA SANDES STORCHE- ESTUDIO COMUNICAÇÃO - ME,18.162.501/0001-30,Atividades de gravação de som e de edição de música,SECUNDARIA
24493,MAZELAS COMUNICAÇÃO LTDA-ME,13.967.089/0001-01,Produção de filmes para publicidade,PRINCIPAL
24493,MAZELAS COMUNICAÇÃO LTDA-ME,13.967.089/0001-01,Agências de notícias,SECUNDARIA
24493,MAZELAS COMUNICAÇÃO LTDA-ME,13.967.089/0001-01,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
24493,MAZELAS COMUNICAÇÃO LTDA-ME,13.967.089/0001-01,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,Comércio varejista de artigos do vestuário e acessórios,SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,Confecção de roupas íntimas,SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,Fabricação de móveis com predominância de madeira,SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,"Facção de peças do vestuário, exceto roupas íntimas",SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,Facção de roupas íntimas,SECUNDARIA
24496,FRANCISCO DE ASSIS COSTA CAMELLO 08266431752,17.652.148/0001-03,Facção de roupas profissionais,SECUNDARIA
24509,MIRARTES FILMES LTDA,15.131.165/0001-70,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
25239,LILIAJANE MALLMANN ME,12.354.771/0001-66,Produção musical,PRINCIPAL
25239,LILIAJANE MALLMANN ME,12.354.771/0001-66,Agências de notícias,SECUNDARIA
25239,LILIAJANE MALLMANN ME,12.354.771/0001-66,Outras atividades de recreação e lazer não especificadas anteriormente,SECUNDARIA
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,Estúdios cinematográficos,SECUNDARIA
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,Outras atividades de ensino não especificadas anteriormente,SECUNDARIA
25264,HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME,14.128.876/0001-22,Produção de filmes para publicidade,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Estúdios cinematográficos,PRINCIPAL
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Agências de publicidade,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Atividades de gravação de som e de edição de música,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Atividades de sonorização e de iluminação,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Desenvolvimento e licenciamento de programas de computador customizáveis,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Desenvolvimento e licenciamento de programas de computador não-customizáveis,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Design de interiores,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Distribuição cinematográfica, de vídeo e de programas de televisão",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Ensino de arte e cultura não especificado anteriormente,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Ensino de artes cênicas, exceto dança",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Ensino de dança,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Ensino de música,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Escafandria e mergulho,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Filmagem de festas e eventos,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Laboratórios fotográficos,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Marketing direto,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Outras atividades de prestação de serviços de informação não especificadas anteriormente,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Produção de espetáculos circenses, de marionetes e similares",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Produção de espetáculos de dança,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,"Produção de espetáculos de rodeios, vaquejadas e similares",SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Produção de filmes para publicidade,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Produção musical,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Produção teatral,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Promoção de vendas,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Restauração de obras de arte,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Serviços combinados de escritório e apoio administrativo,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Serviços de dublagem,SECUNDARIA
25381,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,18.589.962/0001-93,Serviços de mixagem sonora em produção audiovisual,SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,Produção de filmes para publicidade,PRINCIPAL
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,Aluguel de máquinas e equipamentos para escritório,SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,Atividades de exibição cinematográfica,SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,Estúdios cinematográficos,SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,Filmagem de festas e eventos,SECUNDARIA
25427,KASACA PRODUÇÕES LTDA ME,18.670.862/0001-97,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
25580,CORUJAS PRODUÇÃO DE FILMES LTDA-EPP,16.806.723/0001-12,Produção de filmes para publicidade,PRINCIPAL
25580,CORUJAS PRODUÇÃO DE FILMES LTDA-EPP,16.806.723/0001-12,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
25580,CORUJAS PRODUÇÃO DE FILMES LTDA-EPP,16.806.723/0001-12,Estúdios cinematográficos,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Agências de publicidade,PRINCIPAL
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Atividades de produção de fotografias aéreas e submarinas,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Filmagem de festas e eventos,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Marketing direto,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Outras atividades de publicidade não especificadas anteriormente,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,"Portais, provedores de conteúdo e outros serviços de informação na internet",SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,Produção de filmes para publicidade,SECUNDARIA
2570,TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA,01.915.175/0001-91,"Serviços de organização de feiras, congressos, exposições e festas",SECUNDARIA
26320,ANDREA SIQUEIRA AMORIM,13.088.643/0001-80,Filmagem de festas e eventos,PRINCIPAL
26320,ANDREA SIQUEIRA AMORIM,13.088.643/0001-80,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",SECUNDARIA
26320,ANDREA SIQUEIRA AMORIM,13.088.643/0001-80,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
26320,ANDREA SIQUEIRA AMORIM,13.088.643/0001-80,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SECUNDARIA
26384,FILIPE PEREIRA MELO 13007433797,19.628.647/0001-90,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",PRINCIPAL
26384,FILIPE PEREIRA MELO 13007433797,19.628.647/0001-90,"Atividades de produção de fotografias, exceto aérea e submarina",SECUNDARIA
26384,FILIPE PEREIRA MELO 13007433797,19.628.647/0001-90,Filmagem de festas e eventos,SECUNDARIA
26560,GOHM CULTURA E INOVACAO LTDA - ME,13.373.053/0001-08,Estúdios cinematográficos,PRINCIPAL
26560,GOHM CULTURA E INOVACAO LTDA - ME,13.373.053/0001-08,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",SECUNDARIA
26560,GOHM CULTURA E INOVACAO LTDA - ME,13.373.053/0001-08,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SECUNDARIA
26560,GOHM CULTURA E INOVACAO LTDA - ME,13.373.053/0001-08,Atividades de design não especificadas anteriormente,SECUNDARIA
26560,GOHM CULTURA E INOVACAO LTDA - ME,13.373.053/0001-08,Atividades de exibição cinematográfica,SECUNDARIA
