,CPB,TITULO_ORIGINAL,NUMERO_FSA
1709,B2100362700000  ,SEBASTIANA                                                                                          ,3785
1710,B2100363400000  ,GALERIA FUTURO                                                                                      ,3311
1711,B2100364800000  ,A MÃE                                                                                               ,3114
1712,B2100366200000  ,BALACLAVA                                                                                           ,2255
1713,B2100366300000  ,SUBTERRÂNEA                                                                                         ,2182
1714,B2100367200000  ,ROTAS                                                                                               ,2687
1715,B2100371800000  ,MARIAS                                                                                              ,907
1716,B2100401000000  ,AMOR SEM MEDIDA                                                                                     ,3279
1717,B2100401000000  ,AMOR SEM MEDIDA                                                                                     ,3271
1718,B2100406300000  ,ROTA DAS EMOÇÕES                                                                                    ,1940
1719,B2100408100000  ,O LIVRO DOS PRAZERES                                                                                ,2846
1720,B2100408100000  ,O LIVRO DOS PRAZERES                                                                                ,1536
1721,B2100408300000  ,DESERTO PARTICULAR                                                                                  ,1717
1722,B2100408300000  ,DESERTO PARTICULAR                                                                                  ,3449
1723,B2100417500000  ,JUNHO DE 2013 - O COMEÇO DO AVESSO                                                                  ,1881
1724,B2100423400000  ,PUNGA                                                                                               ,2030
1725,B2100427100000  ,"LITERATURA, SUBSTANTIVO FEMININO                                                                    ",2477
1726,B2100427500000  ,NOITE DE FOGO                                                                                       ,2858
1727,B2100427500000  ,NOITE DE FOGO                                                                                       ,2859
1728,B2100427500000  ,NOITE DE FOGO                                                                                       ,2857
1729,B2100432000000  ,A SUSPEITA                                                                                          ,2678
1730,B2100433800000  ,CARRO REI                                                                                           ,2400
1731,B2100433800000  ,CARRO REI                                                                                           ,3024
1732,B2100445800000  ,MAR DE DENTRO                                                                                       ,893
1733,B2100445800000  ,MAR DE DENTRO                                                                                       ,2535
1734,B2100446000000  ,AVE CANUDOS! OS QUE SOBREVIVERAM TE SAÚDAM                                                          ,1659
1735,B2100446900000  ,OS PELÚCIAS - EPISÓDIO PILOTO                                                                       ,1379
1736,B2100449200000  ,EXPEDIÇÃO ROOSEVELT - RONDON                                                                        ,3232
1737,B2100450300000  ,ANJO LOIRO COM SANGUE NO CABELO                                                                     ,3366
1738,B2100450300000  ,ANJO LOIRO COM SANGUE NO CABELO                                                                     ,1500
1739,B2100451900000  ,GIGA - 2ª TEMPORADA                                                                                 ,2723
1740,B2100452100000  ,NINA                                                                                                ,2882
1741,B2100460000000  ,8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE                                         ,3380
1742,B2100460000000  ,8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE                                         ,2335
1743,B2100460500000  ,DANIEL SENISE - NEM TUDO TEM QUE SER SOBRE ALGUMA COISA.                                            ,1999
1744,B2100464300000  ,FILME DO TÊNIS                                                                                      ,1737
1745,B2100464300000  ,FILME DO TÊNIS                                                                                      ,1736
1746,B2100466100000  ,LIBERTÁRIOS                                                                                         ,2748
1747,B2100472800000  ,PALOMA                                                                                              ,2676
1748,B2100472800000  ,PALOMA                                                                                              ,3119
1749,B2100472800000  ,PALOMA                                                                                              ,2158
1750,B2100472800000  ,PALOMA                                                                                              ,2157
1751,B2100472800000  ,PALOMA                                                                                              ,2156
1752,B2100479300000  ,AMOR À QUEIMA ROUPA                                                                                 ,2241
1753,B2100484600000  ,TINNITUS                                                                                            ,3019
1754,B2100484600000  ,TINNITUS                                                                                            ,2454
1755,B2100484600000  ,TINNITUS                                                                                            ,2691
1756,B2100484600000  ,TINNITUS                                                                                            ,3614
1757,B2100484600000  ,TINNITUS                                                                                            ,2455
1758,B2100488500000  ,OS SÚDITOS DO EIXO                                                                                  ,921
1759,B2100497300000  ,HISTÓRIAS DA CIDADANIA                                                                              ,3022
1760,B2100497800000  ,HERMANOTEU NA TERRA DE GODAH                                                                        ,2661
1761,B2100507100000  ,OS DRAGÕES                                                                                          ,1995
1762,B2100515000000  ,AMOR DOS OUTROS                                                                                     ,2632
1763,B2100529600000  ,LOBO DO LOBO                                                                                        ,2291
1764,B2100532300000  ,JUNTOS E ENROLADOS                                                                                  ,4094
1765,B2100535800000  ,A VIDA É DA COR QUE PINTAMOS                                                                        ,2103
1766,B2100536000000  ,TROMBA TREM - O FILME                                                                               ,1734
1767,B2100536000000  ,TROMBA TREM - O FILME                                                                               ,1566
1768,B2100536000000  ,TROMBA TREM - O FILME                                                                               ,2164
1769,B2100536000000  ,TROMBA TREM - O FILME                                                                               ,1763
1770,B2200003500000  ,TÔ RYCA! 2                                                                                          ,2410
1771,B2200003500000  ,TÔ RYCA! 2                                                                                          ,2411
1772,B2200003500000  ,TÔ RYCA! 2                                                                                          ,2980
1773,B2200004100000  ,CANÇÃO AO LONGE                                                                                     ,199
1774,B2200004100000  ,CANÇÃO AO LONGE                                                                                     ,2162
1775,B2200004100000  ,CANÇÃO AO LONGE                                                                                     ,2355
1776,B2200012700000  ,ESTRADEIRAS                                                                                         ,3290
1777,B2200012900000  ,REPRESA                                                                                             ,2853
1778,B2200013100000  ,ANIMAIS NA PISTA                                                                                    ,2839
1779,B2200015800000  ,MANUFATURA FASHION                                                                                  ,2539
1780,B2200023200000  ,ALDEOTAS                                                                                            ,2574
1781,B2200024300000  ,SONS DO CHORO                                                                                       ,2715
1782,B2200027600000  ,ROLÊ - HISTÓRIA DOS ROLEZINHOS                                                                      ,2223
1783,B2200040500000  ,VALE NIGHT                                                                                          ,3787
1784,B2200040900000  ,"A TERCEIRA ERA DO ESPIRITO SANTO: A FÉ, A FESTA E A UTOPIA                                          ",2244
1785,B2200041000000  ,INCONVENIÊNCIAS HISTÓRICAS                                                                          ,1892
1786,B2200047500000  ,HOSPITAL DE BRINQUEDOS                                                                              ,3443
1787,B2200048000000  ,ALEMÃO 2                                                                                            ,960
1788,B2200050700000  ,MEU AMIGÃOZÃO - O FILME                                                                             ,31211
1789,B2200056700000  ,MAD SCIENTISTS - CIENTISTAS QUE NINGUÉM QUIS OUVIR                                                  ,1322
1790,B2200057500000  ,"GAROTO, O GÊNIO DAS CORDAS                                                                          ",2091
1791,B2200063900000  ,1999 - A CONQUISTA DA AMÉRICA                                                                       ,3838
1792,B2200065000000  ,AMADO                                                                                               ,3241
1793,B2200065900000  ,SOL                                                                                                 ,881
1794,B2200066000000  ,SOU MODERNO SOU ÍNDIO                                                                               ,2048
1795,B2200066100000  ,/LOST+FOUND                                                                                         ,2396
1796,B2200070400000  ,MENINAS DO BENFICA                                                                                  ,2920
1797,B2200073000000  ,DEUS TEM AIDS                                                                                       ,3122
1798,B2200073700000  ,VIRAR MAR                                                                                           ,2943
1799,B2200080600000  ,O PAI DA RITA                                                                                       ,2848
1800,B2200080600000  ,O PAI DA RITA                                                                                       ,1563
1801,B2200086800000  ,RAJA NA ROTA                                                                                        ,2964
1802,B2200087500000  ,SKATE A MAIS DE 100                                                                                 ,2833
1803,B2200087600000  ,CHICO - MEU AMIGO INVISÍVEL                                                                         ,3430
1804,B2200089800000  ,O TRAIDOR                                                                                           ,3538
1805,B2200089800000  ,O TRAIDOR                                                                                           ,3540
1806,B2200089800000  ,O TRAIDOR                                                                                           ,3539
1807,B2200102500000  ,AS ÓRFÃS DA RAINHA                                                                                  ,3961
1808,B2200102500000  ,AS ÓRFÃS DA RAINHA                                                                                  ,3282
1809,B2200123900000  ,PELOS OLHOS DE LIDENBERG LEITE                                                                      ,2022
1810,B2200124400000  ,ABESTALHADOS 2                                                                                      ,3465
1811,B2200127600000  ,DO SOM À ARTE                                                                                       ,2813
1812,B2200127900000  ,A PEDRA E A PALAVRA - PADRE ANTÔNIO VIEIRA                                                          ,2644
1813,B2200132800000  ,BEM VINDOS DE NOVO                                                                                  ,2576
1814,B2200132800000  ,BEM VINDOS DE NOVO                                                                                  ,2577
1815,B2200133000000  ,"LINDBERG LEITE, OS OLHOS DO MARANHÃO.                                                               ",2939
1816,B2200133200000  ,MÚLTIPLO VALDI                                                                                      ,1757
1817,B2200136500000  ,FABULOSOS JOÃO E MARIA                                                                              ,1979
1818,B2200143600000  ,"CHEF JACK, O COZINHEIRO AVENTUREIRO                                                                 ",3132
1819,B2200145800000  ,A CAVERNA DE ESTELA                                                                                 ,3423
1820,B2200146200000  ,KOBRA - AUTO-RETRATO                                                                                ,2832
1821,B2200146200000  ,KOBRA - AUTO-RETRATO                                                                                ,3935
1822,B2200146300000  ,ALÉM DE NÓS                                                                                         ,2665
1823,B2200146400000  ,A FELICIDADE DAS COISAS                                                                             ,2622
1824,B2200149500000  ,ALICE DOS ANJOS                                                                                     ,2041
1825,B2200154200000  ,UM BROTO LEGAL                                                                                      ,2176
1826,B2200154200000  ,UM BROTO LEGAL                                                                                      ,2141
1827,B2200154200000  ,UM BROTO LEGAL                                                                                      ,1287
1828,B2200154700000  ,"SE EU CONTAR, VOCÊ ESCUTA ?                                                                         ",3081
1829,B2200158100000  ,ZIRALDO - ERA UMA VEZ UM MENINO...                                                                  ,2447
1830,B2200169500000  ,GOLPE DE OURO                                                                                       ,1728
1831,B2200181800000  ,TOADA PARA JOSÉ SIQUEIRA                                                                            ,2638
1832,B2200185900000  ,UM TAKE UM SOM - 2ª TEMPORADA                                                                       ,2478
1833,B2200186300000  ,PAISAGEM CONCRETA                                                                                   ,3954
1834,B2200202000000  ,DE REPENTE DRAG                                                                                     ,2914
1835,B2200202800000  ,NA FORÇA DA LEI                                                                                     ,2072
1836,B2200203400000  ,FIM DE SEMANA NO PARAÍSO SELVAGEM                                                                   ,3462
1837,B2200203800000  ,AS GRAVAÇÕES DE TURNER NA BAHIA                                                                     ,3248
1838,B2200208200000  ,LAS VACACIONES DE HILDA                                                                             ,2544
1839,B2200209900000  ,HIPER PRAIA                                                                                         ,2824
1840,B2200210800000  ,UM SAMURAI EM SÃO PAULO                                                                             ,2607
1841,B2200210800000  ,UM SAMURAI EM SÃO PAULO                                                                             ,3940
1842,B2200212700000  ,OS PRIMEIROS SOLDADOS                                                                               ,2610
1843,B2200214700000  ,ADEUS CAPITÃO                                                                                       ,2168
1844,B2200215800000  ,BOI BANDIDO                                                                                         ,1921
1845,B2200216000000  ,MULHERES DE ENCANTARIA                                                                              ,2822
1846,B2200223200000  ,ASSALTO NA PAULISTA                                                                                 ,4111
1847,B2200223200000  ,ASSALTO NA PAULISTA                                                                                 ,2020
1848,B2200224300000  ,O PARQUE DE ADELIN                                                                                  ,2681
1849,B2200226700000  ,CRIATIVOS EM FOCO                                                                                   ,2166
1850,B2200231900000  ,TODA MENINA BAIANA - 2A TEMPORADA                                                                   ,3006
1851,B2200239600000  ,CINE COACHING                                                                                       ,2730
1852,B2200243000000  ,SINFONIA DE UM HOMEM COMUM                                                                          ,2842
1853,B2200244600000  ,BIOCÊNTRICOS                                                                                        ,2445
1854,B2200246300000  ,A METADE DE NÓS                                                                                     ,2197
1855,B2200246300000  ,A METADE DE NÓS                                                                                     ,2086
1856,B2200250200000  ,NOITES ALIENÍGENAS                                                                                  ,1991
1857,B2200250300000  ,"EIKE, TUDO OU NADA                                                                                  ",4578
1858,B2200250300000  ,"EIKE, TUDO OU NADA                                                                                  ",2835
1859,B2200250500000  ,BARRAGEM                                                                                            ,2145
1860,B2200251700000  ,"ARISTIDES MALTEZ, O MÉDICO DOS POBRES                                                               ",2885
1861,B2200252300000  ,UM BAIANO CHAMADO HANSEN                                                                            ,2886
1862,B2200253100000  ,SMETAK - DO SILÊNCIO AO CAOS                                                                        ,3150
1863,B2200253400000  ,GRANDES CENAS - 2ª TEMPORADA                                                                        ,3157
1864,B2200257000000  ,UM ADEUS A CADA GESTO                                                                               ,2899
1865,B2200259600000  ,O COMEDY CLUBE                                                                                      ,1363
1866,B2200259700000  ,"PLAUTO, UM  SOPRO MUSICAL                                                                           ",2207
1867,B2200266300000  ,CANAL DA QUEBRADA                                                                                   ,4019
1868,B2200266500000  ,PORTO PRÍNCIPE                                                                                      ,2206
1869,B2200280400000  ,APOIO CULTURAL                                                                                      ,2464
1870,B2200285200000  ,BEM-VINDA A QUIXERAMOBIM                                                                            ,2979
1871,B2200287800000  ,GUARDIÃS DA FLORESTA - SEGUNDA TEMPORADA                                                            ,2706
1872,B2200289800000  ,MARESIAS                                                                                            ,2792
1873,B2200290900000  ,GORDURINHA - O BOM BAIANO                                                                           ,2747
1874,B2200291400000  ,A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ,1752
1875,B2200291400000  ,A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ,820
1876,B2200291400000  ,A LASANHA ASSASSINA - A REVOLTA DAS MASSAS                                                          ,3085
1877,B2200291800000  ,YBY YARA- TERRA DO CONHECIMENTO                                                                     ,2971
1878,B2200295300000  ,CASA VAZIA                                                                                          ,2081
1879,B2200296300000  ,REPÚBLICA DOS JUÍZES                                                                                ,2739
1880,B2200297400000  ,LAVRA                                                                                               ,2328
1881,B2200298400000  ,O BAILE DOS 41                                                                                      ,2938
1882,B2200299300000  ,CORDIALMENTE TEUS                                                                                   ,3035
1883,B2200299800000  ,O VELHO FANTÁSTICO                                                                                  ,3470
1884,B2200306500000  ,COSMOVISÕES                                                                                         ,2933
1885,B2200307700000  ,O ALECRIM E O SONHO                                                                                 ,2252
1886,B2200311200000  ,ILHA DE TODOS OS MESTRES                                                                            ,3005
1887,B2200312000000  ,RUBENS GERCHMAN - ATEMPORAL                                                                         ,1768
1888,B2200312700000  ,CARVÃO                                                                                              ,3173
1889,B2200312700000  ,CARVÃO                                                                                              ,4146
1890,B2200312700000  ,CARVÃO                                                                                              ,4025
1891,B2200313200000  ,ESTADOS DA ARTE - 2ª TEMPORADA - NORTE E NORDESTE                                                   ,3548
1892,B2200315100000  ,NO PAÍS DA POESIA POPULAR                                                                           ,2701
1893,B2200317100000  ,171                                                                                                 ,2950
1894,B2200319900000  ,MOTO CONTÍNUO                                                                                       ,3149
1895,B2200322100000  ,O SILÊNCIO QUE CANTA POR LIBERDADE                                                                  ,2271
1896,B2200324500000  ,ZOOPEDIA                                                                                            ,2854
1897,B2200325000000  ,A PORTA AO LADO                                                                                     ,2556
1898,B2200325000000  ,A PORTA AO LADO                                                                                     ,2584
1899,B2200325000000  ,A PORTA AO LADO                                                                                     ,4035
1900,B2200343200000  ,TODOS OS INSCRITOS DE NESS                                                                          ,3432
1901,B2200343300000  ,A ÚLTIMA FESTA                                                                                      ,3037
1902,B2200344300000  ,BELCHIOR - APENAS UM CORAÇÃO SELVAGEM                                                               ,3189
1903,B2200347700000  ,TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA                                                     ,2234
1904,B2200347700000  ,TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA                                                     ,2074
1905,B2200349100000  ,CINE TERROR                                                                                         ,3131
1906,B2200349500000  ,TRÊS TIGRES TRISTES                                                                                 ,3206
1907,B2200351600000  ,TRAVESSIA                                                                                           ,1879
1908,B2200352000000  ,NÃO MATOU EL MATADOR                                                                                ,2613
1909,B2200356700000  ,SOCIEDADE DO MEDO                                                                                   ,2650
1910,B2200358600000  ,CON LIBERTAD NI OFENDO NI TEMO                                                                      ,2879
1911,B2200360000000  ,BAHIA DA FÉ AO PROFANO                                                                              ,2985
1912,B2200361800000  ,"MÔA, RAIZ AFRO MÃE                                                                                  ",3480
1913,B2200361900000  ,"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU                                                  ",2957
1914,B2200361900000  ,"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU                                                  ",4591
1915,B2200366600000  ,PANORAMA                                                                                            ,2452
1916,B2200367100000  ,OS ARREPENDIDOS                                                                                     ,1542
1917,B2200375000000  ,CHICO PARA SEMPRE                                                                                   ,4042
1918,B2200375000000  ,CHICO PARA SEMPRE                                                                                   ,4041
1919,B2200380100000  ,O PORÃO DA RUA DO GRITO                                                                             ,3988
1920,B2200380100000  ,O PORÃO DA RUA DO GRITO                                                                             ,3273
1921,B2200380100000  ,O PORÃO DA RUA DO GRITO                                                                             ,3989
1922,B2200386600000  ,NA RÉDEA CURTA                                                                                      ,3017
1923,B2200390700000  ,O QUE OS OLHOS NÃO VEEM...                                                                          ,1221
1924,B2200393900000  ,ME CHAMA QUE EU VOU                                                                                 ,3924
1925,B2200402400000  ,ENEIDA                                                                                              ,1538
1926,B2200404500000  ,A ÚLTIMA VANGUARDA                                                                                  ,2625
1927,B2200405700000  ,A ILHA DOS ILÚS                                                                                     ,551
1928,B2200405900000  ,TRAVESSIAS                                                                                          ,2134
1929,B2200409600000  ,ESTADOS UNIDOS DO BRASIL                                                                            ,2171
1930,B2200412200000  ,FAUSTO FAWCETT NA CABEÇA                                                                            ,3551
1931,B2200412400000  ,FERVO                                                                                               ,2256
1932,B2200413500000  ,ESQUADRÃO JAMBOCK                                                                                   ,2637
1933,B2200415900000  ,ALMA EM MADEIRA                                                                                     ,3190
1934,B2200417400000  ,SANGRE                                                                                              ,3198
1935,B2200421500000  ,O AMOR DÁ VOLTAS                                                                                    ,213009800
1936,B2200421500000  ,O AMOR DÁ VOLTAS                                                                                    ,4667
1937,B2200423300000  ,GUIGNARD - MUNDO SEM CHÃO                                                                           ,3808
1938,B2200423400000  ,RURALIDADES BAHIA                                                                                   ,3541
1939,B2200424900000  ,TURISTA APRENDIZ                                                                                    ,2338
1940,B2200426400000  ,VIDA DE ORQUESTRA                                                                                   ,3595
1941,B2200441900000  ,EMPURRANDO COM A BARRIGA                                                                            ,2709
1942,B2200442800000  ,MEDUSA                                                                                              ,3210
1943,B2200442800000  ,MEDUSA                                                                                              ,4462
1944,B2200442900000  ,PLACA-MÃE                                                                                           ,3237
1945,B2200449200000  ,ESPUMAS AO VENTO                                                                                    ,3454
1946,B2200451700000  ,BRICHOS 3 - MEGAVIRUS                                                                               ,2863
1947,B2200454700000  ,"PLURAL, A SÉRIE                                                                                     ",3194
1948,B2200457400000  ,"NOVO MUNDO, PINTURA DE RUA NA AMÉRICA LATINA                                                        ",3810
1949,B2200457500000  ,GRUPO CORPO PELA MÚSICA                                                                             ,2448
1950,B2200458400000  ,VIZINHOS                                                                                            ,2565
1951,B2200459700000  ,NADA SOBRE MEU PAI                                                                                  ,2619
1952,B2200460100000  ,NEYMAR JR                                                                                           ,4117
1953,B2200462000000  ,"EU, EMPRESA                                                                                         ",2789
1954,B2200462200000  ,PROFISSÃO: MÃE                                                                                      ,2970
1955,B2200462400000  ,CINEMA DE ENREDO                                                                                    ,2569
1956,B2200496800000  ,O FUTURO DA ENERGIA                                                                                 ,2150
1957,B2200497100000  ,O ANEL DE EVA                                                                                       ,1614
1958,B2200497200000  ,ODOYÁ                                                                                               ,3585
1959,B2200498900000  ,50 ANOS EM CENA                                                                                     ,2916
1960,B2200499400000  ,AS MINA PIRA                                                                                        ,4044
1961,B2200499500000  ,PRAIA DO SILÊNCIO                                                                                   ,3783
1962,B2200504100000  ,DESAPEGA                                                                                            ,4264
1963,B2200508100000  ,PERLIMPS                                                                                            ,2567
1964,B2200508100000  ,PERLIMPS                                                                                            ,1885
1965,B2300000500000  ,DECOLA                                                                                              ,1679
1966,B2300001000000  ,MANDADO                                                                                             ,3811
1967,B2300001100000  ,REGRA 34                                                                                            ,3249
1968,B2300001100000  ,REGRA 34                                                                                            ,2896
1969,B2300001300000  ,TODO MUNDO É FILHO DE SANTO                                                                         ,2699
1970,B2300004200000  ,CONEXÃO BRASIL SENEGAL: A CULTURA EM NÓS                                                            ,2533
1971,B2300005100000  ,AREMBEPE                                                                                            ,2657
1972,B2300006800000  ,SINDICATO DO FOLCLORE BRASILEIRO                                                                    ,2547
1973,B2300007600000  ,TODA NOITE ESTAREI LÁ                                                                               ,2655
1974,B2300008100000  ,ANDANÇA - OS ENCONTROS E AS MEMÓRIAS DE BETH CARVALHO                                               ,4088
1975,B2300008500000  ,VAI CORINTHIANS!                                                                                    ,3008
1976,B2300011000000  ,ZÉ                                                                                                  ,2575
1977,B2300011000000  ,ZÉ                                                                                                  ,3800
1978,B2300013200000  ,ALBA E OS FANTASMAS                                                                                 ,3817
1979,B2300017500000  ,NA FRONTEIRA DA IMAGEM                                                                              ,2733
1980,B2300018300000  ,CHUVA NEGRA                                                                                         ,2884
1981,B2300023600000  ,WAR LOVE - AMORES DE GUERRA                                                                         ,2717
1982,B2300024000000  ,POVO DA FLORESTA                                                                                    ,2488
1983,B2300026000000  ,RECEBA!                                                                                             ,2337
1984,B2300026200000  ,13 CANÇÕES PARA FALAR DO SERTANEJO                                                                  ,2735
1985,B2300031800000  ,BIZARROS PEIXES DAS FOSSAS ABISSAIS                                                                 ,1444
1986,B2300035300000  ,URSA                                                                                                ,2341
1987,B2300036300000  ,LINHAS NEGRAS                                                                                       ,2698
1988,B2300037500000  ,LA SITUACIÓN                                                                                        ,3409
1989,B2300037600000  ,AMAZONITA                                                                                           ,2276
1990,B2300038600000  ,LILI E AS LIBÉLULAS                                                                                 ,1808
1991,B2300041200000  ,ALGO NO ESPAÇO                                                                                      ,3939
1992,B2300041800000  ,TIA VIRGÍNIA                                                                                        ,2711
1993,B2300045800000  ,SHOPTUDO                                                                                            ,2722
1994,B2300051700000  ,FOGARÉU                                                                                             ,730
1995,B2300051700000  ,FOGARÉU                                                                                             ,2012
1996,B2300051800000  ,SOMBRAS SOBRE O CONTINENTE                                                                          ,1888
1997,B2300056300000  ,COMPANHIAS DO TEATRO BRASILEIRO - 1A TEMPORADA                                                      ,1894
1998,B2300060700000  ,MAIS PESADO É O CÉU                                                                                 ,2474
1999,B2300062000000  ,INCOMPATÍVEL COM A VIDA                                                                             ,3798
2000,B2300062400000  ,REGGAE RESISTÊNCIA                                                                                  ,2806
2001,B2300063500000  ,GRUTA DO LAGO AZUL                                                                                  ,3941
2002,B2300064600000  ,MÚSICA SUBSTANTIVO FEMININO  CHIQUINHA GONZAGA                                                     ,4170
2003,B2300065000000  ,"FLORESTA, ONDE A TERRA RESPIRA                                                                      ",2472
2004,B2300065800000  ,O CIRCO VOLTOU                                                                                      ,3082
2005,B2300071400000  ,GERAIS DA PEDRA                                                                                     ,3804
2006,B2300077800000  ,ANTES QUE ME ESQUEÇAM MEU NOME É EDY STAR - O FILME                                                 ,3906
2007,B2300091700000  ,SALVE-ME QUEM PUDER!                                                                                ,3819
2008,B2300095100000  ,COLETIVOS                                                                                           ,2721
2009,B2300095100000  ,COLETIVOS                                                                                           ,748
2010,B2300095400000  ,SEIS PROPOSTAS PARA UM MUNDO POSSÍVEL                                                               ,2132
2011,B2300097200000  ,AQUARELA BRASILEIRA                                                                                 ,1946
2012,B2300097400000  ,ANDANTE - 3ª TEMPORADA                                                                              ,3960
2013,B2300099200000  ,MORCEGO NEGRO                                                                                       ,1957
2014,B2300099400000  ,TODOS OS SONHOS                                                                                     ,2881
2015,B2300103200000  ,RIO DOCE                                                                                            ,2921
2016,B2300103200000  ,RIO DOCE                                                                                            ,2710
2017,B2300105700000  ,TESOURO NATTERER                                                                                    ,2847
2018,B2300105700000  ,TESOURO NATTERER                                                                                    ,1157
2019,B2300108000000  ,IYAS IDANAS - MULHERES DA COZINHA                                                                   ,2791
2020,B2300109000000  ,BR 21                                                                                               ,2465
2021,B2300109700000  ,SEMANA SEM FIM                                                                                      ,4562
2022,B2300111200000  ,SEGREDOS DO CORAÇÃO DA AMÉRICA DO SUL                                                               ,3917
2023,B2300114900000  ,THIAGO & ÍSIS E OS SEGREDOS DO BRASIL                                                               ,3871
2024,B2300120500000  ,O SOM DA COR                                                                                        ,3971
2025,B2300120800000  ,VAI TER TROCO                                                                                       ,2440
2026,B2300120800000  ,VAI TER TROCO                                                                                       ,4436
2027,B2300121300000  ,O PASTOR E O GUERRILHEIRO                                                                           ,4741
2028,B2300121300000  ,O PASTOR E O GUERRILHEIRO                                                                           ,3074
2029,B2300121300000  ,O PASTOR E O GUERRILHEIRO                                                                           ,3424
2030,B2300123500000  ,MADAME DUROCHER                                                                                     ,3962
2031,B2300130000000  ,O ULTIMO EPISÓDIO                                                                                   ,2582
2032,B2300130000000  ,O ULTIMO EPISÓDIO                                                                                   ,4074
2033,B2300131300000  ,O POETA QUE VEIO DO POVO                                                                            ,2880
2034,B2300132000000  ,CIENTISTAS BRASILEIROS                                                                              ,2817
2035,B2300135700000  ,VIDAS DESCARTÁVEIS                                                                                  ,4676
2036,B2300136300000  ,SIMPLES PRAZERES                                                                                    ,896
2037,B2300136700000  ,ARTE URBANA                                                                                         ,2315
2038,B2300136800000  ,JANGADEIROS DA SÃO PEDRO                                                                            ,2855
2039,B2300137400000  ,QUANDO EU ME ENCONTRAR                                                                              ,3560
2040,B2300139100000  ,GUARDIÕES DO MAR                                                                                    ,2918
2041,B2300139500000  ,AMADOS ENCONTROS                                                                                    ,2306
2042,B2300139500000  ,AMADOS ENCONTROS                                                                                    ,2307
2043,B2300139700000  ,TUDO O QUE VOCÊ PODIA SER                                                                           ,4748
2044,B2300139700000  ,TUDO O QUE VOCÊ PODIA SER                                                                           ,3952
2045,B2300140800000  ,PRESENÇA                                                                                            ,2843
2046,B2300141200000  ,TENHO FÉ                                                                                            ,9999
2047,B2300142500000  ,CAINÃ                                                                                               ,2783
2048,B2300145800000  ,O CASO ESCOLA BASE                                                                                  ,4040
2049,B2300146200000  ,OS HERDEIROS DE VARGAS                                                                              ,2527
2050,B2300147000000  ,DIÁRIO DA PRIMAVERA                                                                                 ,2040
2051,B2300147900000  ,BEM-VINDA VIOLETA                                                                                   ,4300
2052,B2300147900000  ,BEM-VINDA VIOLETA                                                                                   ,4301
2053,B2300148100000  ,IRACEMAS                                                                                            ,2891
2054,B2300148800000  ,DESTINO: FICÇÃO - 2ª TEMPORADA                                                                      ,2906
2055,B2300154100000  ,MAMULENGO                                                                                           ,3823
2056,B2300165900000  ,PORNOMELANCOLIA                                                                                     ,3839
2057,B2300166100000  ,NADA SERÁ COMO ANTES - A MÚSICA DO CLUBE DA ESQUINA                                                 ,2124
2058,B2300166800000  ,PARTOUR                                                                                             ,9999
2059,B2300166800000  ,PARTOUR                                                                                             ,2956
