,REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
2445,860,58.397.563/0001-45,INSTITUTO MOREIRA SALLES,INSTITUTO UNIBANCO,52.041.183/0001-97
2446,42839,25.183.464/0001-01,RAIZ FILMS PRODUCOES CINEMATOGRAFICAS LTDA,ANIMAL MEDIA LTDA.,45.554.205/0001-57
2447,13928,09.006.254/0001-91,LK TEL DISTRIBUIDORA DE FILMES LTDA.,SM DISTRIBUIDORA DE FILMES LTDA,08.257.054/0001-49
2448,14735,08.991.631/0001-21,99 PRODUCOES ARTISTICAS LTDA,COENTRO PRODUÇÕES LTDA,44.473.145/0001-85
2449,47112,34.621.403/0001-70,SANTIAGO COMUNICACAO E PUBLICIDADE LTDA,AREA 51 PRODUCAO DE FILMES LTDA,49.958.819/0001-55
2450,31920,22.318.373/0001-48,CAMBARA LTDA,GUARÁ PRODUÇÕES CINEMATOGRÁFICAS LTDA,22.064.549/0001-82
2451,48350,37.057.774/0001-69,TEP ENTRETENIMENTO E PROMOÇÕES LTDA,FEF PRODUÇÕES ARTISTICAS LTDA,45.114.202/0001-00
2452,16062,11.086.688/0001-90,OPALA FILMES LTDA-ME,OTAVIO SGARZI SERRA DE OLIVEIRA - ME,05.628.571/0001-99
2453,7078,05.196.222/0001-45,CANDYALL MUSIC PRODUÇÕES ARTÍSTICAS LTDA,PILAR DAS PRODUCOES E EVENTOS LTDA,17.092.056/0001-16
2454,27071,07.090.719/0001-00,ANCHOR PRODUÇÕES & DESIGN LTDA.,ANCHOR COMUNICAÇÃO & PRODUÇÕES LTDA,41.805.235/0001-38
2455,37847,28.571.553/0001-13,AIMIRIM FÁBRICA DE IDÉIAS EIRELI,CLAUDETE PEDROSO 02341254977 - ME,12.398.575/0001-93
2456,17268,09.001.792/0001-93,J&M PRODUÇÕES ARTISTICAS LTDA.,ROMANCE PRODUÇÕES ARTÍSTICAS LTDA,13.871.039/0001-26
2457,1067,39.527.494/0001-00,REGINALDO FARIAS PRODUÇÕES ARTÍSTICAS LTDA,FARIA E VASCONCELOS LTDA,86.900.214/0001-30
2458,23433,56.802.747/0001-18,CAICO PRODUTORA DE CONTEÚDO AUDIOVISUAL E SERVIÇOS DE COMUNICAÇÃO LTDA.,INTRO PICTURES AUDIOVISUAL LTDA,42.642.939/0001-08
2459,23927,17.557.355/0001-89,VEMDOSOM SOLUÇÕES AUDIOVISUAIS LTDA ME,MARY DE SOUZA GOULART,03.228.398/0001-06
2460,22600,13.781.822/0001-07,FC PRODUÇÕES AUDIO E VIDEO LTDA ME,MOVIES PRODUÇÕES AUDIO E VIDEO LTDA - ME,29.189.572/0001-42
2461,24561,17.967.979/0001-74,CLAKET PRODUÇÕES AUDIO E VIDEO LTDA ME,MOVIES PRODUÇÕES AUDIO E VIDEO LTDA - ME,29.189.572/0001-42
2462,45790,08.543.196/0001-72,NAMO RAL PRODUCOES ARTISTICAS E EMPREENDIMENTOS LTDA,LOADEANDO EMPREENDIMENTOS E PRIODUÇÕES ARTÍSTICAS LTDA,08.012.385/0001-19
2463,17367,10.856.517/0001-30,MARCIO CAVALCANTI CURI,MC PRODUÇÕES EIRELI,02.609.683/0001-04
2464,6414,06.305.943/0001-09,CLOSE AUDIOVISUAL LTDA,XISCOM COMUNICAÇÃO & MARKETING LTDA,11.853.022/0001-10
2465,47820,40.494.289/0001-67,DRUIDA FILMES LTDA,CÓDIGO SOLAR PRODUÇÕES LTDA,05.504.987/0001-03
2466,30284,12.054.404/0001-47,G.L.MAIA EVENTOS LTDA ME,RELEASE COMUNICAÇÃO - AGENCIA DE PROPAGANDA E PUBLICIDADE LTDA ME,06.318.616/0001-91
2467,34551,25.151.636/0001-65,PÚBLICO VÍDEO LTDA. ME,"QUEVEDO, SILVA E SANDER LTDA",05.383.599/0001-03
2468,1867,03.780.121/0001-91,SET_5 PRODUTORA LTDA.,CASA 8 COMUNICAÇÃO LTDA - EPP - BAIXADO,18.721.032/0001-41
2469,29429,17.214.052/0001-63,THE END EDIÇÃO E POS-PRODUÇÃO LTDA,BIG SUR PRODUÇÕES ARTÍSTICAS LTDA.,01.355.449/0001-35
2470,53042,44.052.806/0001-07,RISTRETTO PRODUTORA DE CONTEUDO AUDIOVISUAL LTDA,MATHEUS MAIA DE CARVALHO 09878163490,36.812.641/0001-98
2471,43528,22.924.294/0001-80,SISTEMA CLUBE DO PARA DE COMUNICAÇÃO LTDA,"DOL-INTERMEDIAÇÃO DE NEGÓCIOS, PORTAL DE INTERNET, GRÁFICA, EDITORA E PUBLICIDADE, PROMOÇÕES E EVENTOS LTDA.",14.010.848/0001-06
2472,1401,03.930.647/0001-00,CASA E COMPANHIA ARIANNE DUTRA DE ARTE E CULTURA LTDA,ANDREA DA ROSA AVANCINI PRODUÇÕES ARTÍSTISCAS LTDA,14.289.952/0001-81
2473,18100,09.202.256/0001-56,PÚCARO PRODUÇÕES LTDA,PONTO E VÍRGULA IDEIAS MANUFATURADAS PRODUÇÕES LTDA.,17.418.048/0001-17
2474,12179,07.720.768/0001-89,PAPILLON PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA,JATOBÁ CULTURAL LTDA ME,21.468.043/0001-76
2475,39911,13.458.108/0001-74,FINA STUDIO PRODUÇÕES CINEMATOGRÁFICAS LTDA,FINA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA,05.285.772/0001-30
2476,31191,19.512.412/0001-39,DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA,DIAMOND FILMS DO BRASIL PRODUCAO E DISTRIBUICAO,17.095.184/0001-13
2477,39677,09.055.999/0001-40,EYXO ESTRATÉGIAS DE INOVAÇÃO LTDA,MPQUATRO PRODUCOES AUDIOVISUAIS LTDA - ME,17.957.947/0001-98
2478,48973,41.250.379/0001-75,LS COMUNICAÇÕES E PRODUÇÕES DE FILMES LTDA,TORE PRODUCOES DE FILMES E VIDEOS LTDA,07.972.019/0001-49
2479,4320,06.049.512/0001-29,FADE COMUNICAÇÃO E ASSESSORIA LTDA,FADEVIDEO PRODUÇÃO DE EVENTOS LTDA-ME,97.534.961/0001-18
2480,15775,10.927.293/0001-00,F5 CREATIVE FILMS LTDA ME,LETS FILM LTDA,39.434.309/0001-25
2481,18383,13.188.290/0001-90,INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA,AARTI TECNOLOGIA E CONTEUDO LTDA,31.852.808/0001-20
2482,31599,18.625.098/0001-38,FREE SPIRIT CONSULTORIA E EVENTOS LTDA.,FABIO SEIXAS DE SOUSA SANTOS ME,13.373.693/0001-00
2483,34169,25.381.820/0001-00,MOVEE PRODUCAO LTDA,ANGELOS MEDIA CONS. EM INF. LTDA.,07.852.588/0001-50
2484,17732,12.474.469/0001-41,CINEPLEX CINEMATOGRAFICA LTDA,EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA,21.298.337/0001-05
2485,7008,59.733.030/0001-50,"LEW,LARA PROPAGANDA E COMUNICAÇÃO LTDA.",E COMERCIAL FILMES LTDA - EPP,59.050.658/0001-50
2486,20441,14.583.558/0001-51,CINE CANASTRA LTDA,JOSUE´S CINE & FOTO LTDA,07.723.488/0001-24
2487,20744,01.101.759/0001-23,VIRTUA SERVIÇOS CINEMATOGRÁFICOS LTDA.,AREA CREATIVE COMPUTACAO GRAFICA EIRELI - EPP,23.266.949/0001-33
2488,38234,28.619.116/0001-22,CINE ELI AMAZONAS CINEMAS LTDA,MARANGUAPE CINEMAS LTDA - ME,26.791.315/0001-98
2489,29292,17.293.533/0001-01,AMORA FILMES B LTDA,AMORA FILMES LTDA.,17.293.506/0001-39
2490,31272,23.314.398/0001-36,HOGARTH WORLDWIDE PRODUÇÃO LTDA.,HOGARTH WORLDWIDE PUBLICIDADE BRASIL LTDA,18.009.420/0001-02
2491,53153,45.646.133/0001-78,AAI FILMES LTDA,LAGON FILMES LTDA,31.625.786/0001-66
2492,46251,36.768.196/0001-06,SAMUEL MINEIRO DA TRINDADE 02919865951,ASSOCIACAO PROGRAMA MACONARIA NA TV,19.931.493/0001-01
2493,47277,09.586.065/0001-35,BEGS COMÉRCIO E SERVIÇOS LTDA,TERA BRASIL LOCAÇÃO DE EQUIPAMENTOS EIRELI,10.862.212/0001-31
2494,5741,07.285.388/0001-63,VALTEC MARKETING E PROPAGANDA LTDA,VALTEC VIDEO LTDA -ME,05.050.115/0001-04
2495,827,61.068.276/0001-04,UNILEVER BRASIL LTDA,UNILEVER BRASIL INDUSTRIAL LTDA.,01.615.814/0001-01
2496,41861,23.649.617/0001-38,ROGÉRIO TAKASHI KIHARA PRODUÇÕES,ATIS CONSULTORIA EM PROPAGANDA E MARKETING LTDA,01.311.015/0001-33
2497,52290,47.093.852/0001-34,CINE LASER CASCAVEL LTDA,CINE LASER CINEMAS NORDESTE LTDA,34.860.287/0001-41
2498,12021,07.327.951/0001-19,G5 COMUNICAÇÃO E MARKETING LTDA,ESTÚDIO SANTA LÚCIA LTDA,31.030.964/0001-06
2499,19099,07.350.086/0001-21,"DOIS TOM COMUNICAÇÃO, PRODUÇÃO E EVENTOS LTDA",QUATTRO PRODUCOES LTDA - ME,21.037.391/0001-99
2500,4653,02.386.149/0001-86,SET PRODUTORA PRODUÇÕES E EVENTOS LTDA ME,QUATTRO PRODUCOES LTDA - ME,21.037.391/0001-99
2501,43839,24.436.087/0001-02,RHTF SERVIÇOS DE PESQUISA LTDA,TAVARES FILHO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS EIRELI,17.527.351/0001-58
2502,33086,24.740.580/0001-11,BLACK DOG ESTUDIOS EIRELI -ME,BLACK DOG ESTUDIOS E PRODUTORA LTDA,41.789.434/0001-08
2503,51891,34.165.168/0001-79,FABIO WOODY PRODUÇÕES CRIATIVAS EIRELI,AEROPLANO SOLUCOES VISUAIS LTDA. - ME,28.494.461/0001-87
2504,34984,21.571.821/0001-58,ANA CATARINA ROCHA TELES 09015502722,4 ASAS PRODUCOES LTDA - ME,28.941.727/0001-92
2505,40906,30.972.419/0001-76,"ALER PRODUCOES CINEMATOGRAFICAS, ARTISTICAS E TEATRAIS LTDA","MRF CONTABILIDADE, PRODUÇOES ARTISTICAS, CINEMATOGRAFICAS E DESENVOLVIMENTO EMPRESARIAL EIRELI ME",11.447.150/0001-64
2506,23069,17.110.726/0001-80,ETCÉTERA AUDIOVISUAL EIRELI - ME,ETCÉTERA PRODUÇÕES ARTÍSTICAS LTDA.,01.692.358/0001-95
2507,20716,07.308.879/0001-82,NITRO IMAGENS LTDA,NITRO EDITORIAL LTDA,17.289.402/0001-50
2508,14742,09.372.544/0001-59,LATA FILMES LTDA EPP,LP - LAZ PRODUÇÕES ARTÍSTICAS LTDA - ME,05.005.031/0001-59
2509,1891,04.378.007/0001-00,ROCHA RIO PRODUÇÕES ARTÍSTICAS LTDA,LATA FILMES LTDA EPP,09.372.544/0001-59
2510,2673,06.349.423/0001-06,MARIQUITA FILMES LTDA.,SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA,42.488.478/0001-52
2511,47520,14.859.056/0001-00,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE SANTOS CINEMATOGRAFICA LTDA,35.441.232/0001-60
2512,32730,23.707.667/0001-24,PÉ NA ESTRADA FILMES LTDA,PANDA FILMES LTDA,04.980.287/0001-14
2513,201,01.618.105/0001-71,ESTUDIOS MEGA LTDA,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.,04.063.325/0001-74
2514,1994,04.006.465/0001-00,SR SÃO PAULO CINEMAS S/A,UCI RIBEIRO LTDA,02.117.937/0001-77
2515,653,00.637.277/0001-20,ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.,TFCF LATIN AMERICAN CHANNELS DO BRASIL LTDA,03.347.577/0001-62
2516,50747,42.762.706/0001-30,AMULETO FILMES LTDA,DIEGO ALEXANDRE DA SILVA 08700521604,27.566.670/0001-26
2517,48126,34.052.569/0001-12,NOSSO QUINTAL PRODUTORA LTDA,SALA 33 LTDA,24.057.483/0001-29
2518,34520,26.066.060/0001-09,SOTAQUE FILMES LTDA - ME,CDO COMUNICACAO LTDA,07.627.955/0001-12
2519,28345,21.255.287/0001-70,CINE PRODUTORA E DISTRIBUIDORA DE CONTEÚDO LTDA,CINE CINEMATOGRÁFICA LTDA,00.445.787/0001-03
2520,52573,43.980.114/0001-58,FELPS PRODUÇÕES ARTISTICAS LTDA.,M&L PRODUÇÕES ARTÍSTICAS LTDA,26.492.162/0001-88
2521,6412,07.875.582/0001-07,IDÉIA PRODUÇÕES DE EVENTOS EIRELI - ME,UMBRELLA FILMES LTDA - ME,23.373.702/0001-16
2522,20466,14.410.467/0001-14,CHARIVARI VIDEO LTDA,ANDREA KURACHI ME,20.991.532/0001-45
2523,48131,33.571.333/0001-20,DIVONALDO BARBOSA DE SOUSA,D B DE SOUSA,45.275.149/0001-11
2524,25649,19.069.618/0001-36,BRAVURA CINEMATOGRÁFICA LTDA.,ZAVALA E FIGUEIRA PRODUÇÃO DE CONTEUDO E ENTRETENIMENTO LTDA.,15.834.772/0001-04
2525,13822,08.267.787/0001-64,MAURICIO DE SOUSA EDITORA LTDA,INSTITUTO CULTURAL MAURICIO DE SOUSA,01.987.656/0001-02
2526,52184,45.855.179/0001-05,INSTITUTO CASADELAS,"ESCRITÓRIO DE ARTES, PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA",05.007.389/0001-10
2527,2646,05.969.874/0001-75,TMTA COMUNICAÇÕES LTDA,LIBERTEM BARRABÁS FILMES LTDA ME,05.660.579/0001-32
2528,47455,39.814.253/0001-34,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA,EDGARD SOARES FILMES LTDA,27.171.970/0001-06
2529,19398,12.128.142/0001-18,DIAS CINEMATOGRÁFICA LTDA-EPP,MACLAU - EXIBICOES CINEMATOGRAFICAS LTDA,01.855.811/0001-37
2530,12835,50.609.973/0001-09,TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA,ASTARTE PRODUTORA LTDA.,26.674.863/0001-38
2531,19866,60.523.941/0001-31,K&C - PROGRAMAÇÃO VISUAL S/S LTDA. - ME,PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA,01.161.933/0001-23
2532,22478,10.429.612/0001-58,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04
2533,10,02.020.661/0001-04,CONSPIRAÇÃO FILMES S/A,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04
2534,40607,11.099.289/0001-64,"INSTITUTO ALVORADA BRASIL DE ARTE, CULTURA, COMUNICAÇÃO E CIDADANIA - INSTITUTO ALVORADA BRASIL",LIBERDADE DE EXPRESSÃO AGÊNCIA E ASSESSORIA DE COMUNICAÇÃO LTDA,05.620.095/0001-60
2535,13668,09.240.833/0001-02,BELAVISTA RIO CINEMA E PRODUÇÃO ARTÍSTICA LTDA,O GRUPO PARABÓLICA BRASIL COMUNICAÇÃO AUDIOVISUAL,41.090.374/0001-22
2536,951,02.913.172/0001-81,A NOVA CDI - CASA DOS INDEPENDENTES LTDA,TRÊS VEZES PRODUÇÕES LTDA.,05.093.529/0001-10
2537,45918,26.645.229/0001-77,NUCLEO 8 COMUNICAÇÕES LTDA ME,GABRIEL LEHTO GOMES COMUNICAÇÕES ME,02.873.851/0001-74
2538,2872,00.812.310/0001-00,EMPRESA CENTERPLEX DE CINEMAS LTDA,CINE ELI BAHIA CINEMAS LTDA,30.096.740/0001-34
2539,16321,10.785.710/0001-28,EMPRESA DE CINEMAS FORTALEZA LTDA,CINE ELI BAHIA CINEMAS LTDA,30.096.740/0001-34
2540,34768,11.353.831/0001-63,BRASILIANOS PRODUCOES LTDA,DOIS DE OURO PRODUÇÕES ARTISTICAS LTDA,03.283.255/0001-05
2541,52865,48.922.206/0001-03,DIVINA FILMES LTDA.,FOG PRODUÇÕES ARTISTICAS LTDA,02.910.437/0001-98
2542,35977,26.791.315/0001-98,MARANGUAPE CINEMAS LTDA - ME,EMPRESA SAO LUIZ DE CINEMAS LTDA,52.067.071/0001-05
2543,39,00.252.848/0001-08,TELECINE PROGRAMACAO DE FILMES LTDA,EDITORA GLOBO S.A.,04.067.191/0001-60
2544,24797,17.831.177/0001-32,OPERAHAUS PRODUCOES ARTISTICAS E CULTURAIS LTDA,SABER CINEMA - EIRELI,24.968.625/0001-00
2545,5273,28.376.416/0001-28,CRIOULA CARIOCA PROJETOS CULTURAIS E FONOGRÁFICOS LTDA - ME,LU ARAÚJO PRODUÇÕES ARTÍSTICAS LTDA,07.688.405/0001-03
2546,23403,16.596.001/0001-80,BROS FILMES E PROPAGANDA LTDA,TANG PRODUÇÕES LTDA - ME,11.980.337/0001-29
2547,20971,00.815.138/0001-49,SERGIO ASSIS PRODUÇÕES LTDA,ESCOLA BRASILEIRA DE AUDIOVISUAL - EBAV,23.715.248/0001-34
2548,51822,47.291.206/0001-81,CINE KUA NON E LCR IMAGEM PRODUCOES LTDA,LUIZ CESAR RANGEL RODRIGUES,06.007.559/0001-20
2549,23856,09.095.052/0001-63,082 PRODUÇÕES LTDA - ME,JL PRODUÇÕES LTDA - ME,15.170.882/0001-00
2550,41103,30.368.546/0001-60,TAKE 1 CAMERA 2 LTDA ME,JL PRODUÇÕES LTDA - ME,15.170.882/0001-00
2551,24233,17.955.884/0001-30,VALERIA LYS RIBEIRO E SILVA - EIRELI - ME,LYS FILMES LTDA.,29.795.260/0001-82
2552,16601,11.403.337/0001-66,TALK FILMES LTDA - EPP,P.G.C. MARTONI DA NOBREGA - PRODUÇÃO CINEMATOGRÁFICA - ME,09.165.924/0001-12
2553,15413,09.410.684/0001-74,S. D. M. SILVEIRA,FONSECA E MARINHO LTDA - ME,18.090.345/0001-49
2554,22559,12.523.546/0001-06,GM2P PRODUÇÕES ARTÍSTICAS LTDA ME,MACHADO FILMES E PRODUÇÕES LTDA,13.631.016/0001-44
2555,30885,22.891.304/0001-29,"LIGHTBULB FILMES, CRIAÇÕES E PRODUÇÕES LTDA. - ME",GARDENIA PARTICIPAÇÕES LTDA,18.432.771/0001-13
2556,36289,03.442.783/0001-51,AS EMPREENDIMENTOS LTDA,EASYIT TECNOLOGIA LTDA,35.184.014/0001-97
2557,570,05.110.808/0001-45,PIMENTA CINEMA E VIDEO LTDA,AMERICA FILMS INTERNATIONAL LTDA,08.117.088/0001-38
2558,52703,49.272.728/0001-61,LUMU FILMS LTDA,LUCAS ROBERTO MUNIZ DOS REIS 07636786940,21.667.061/0001-87
2559,43647,16.955.078/0001-08,JOSELAINE FOGAÇA DE ALMEIDA,ASSOCIAÇÃO CULTURAL MIX BRASIL,04.127.580/0001-33
2560,15743,09.942.944/0001-52,CRIATIVA AUDIOVISUAL LTDA,GILBERTO CHAVES DA SILVA - ME,18.856.074/0001-90
2561,23786,13.236.990/0001-03,ASSOCIAÇÃO DOS ARTISTAS AMIGOS DOS SATYROS,RODOLFO VAZQUEZ GARCIA CULTURA ME,22.494.577/0001-30
2562,40317,30.096.740/0001-34,CINE ELI BAHIA CINEMAS LTDA,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
2563,2203,94.087.921/0001-87,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,MOVIE SHOPPING CINEMAS LTDA,00.070.217/0001-78
2564,28722,12.673.684/0001-71,J.A.C DOS PASSOS PRODUÇÕES ME,PHONO PRODUÇÕES E CONTEÚDO LTDA,30.259.734/0001-50
2565,16078,02.549.089/0001-75,EAC COMUNICAÇAO LTDA,INSTITUTO ELIFAS ANDREATO - IEA,14.845.948/0001-52
2566,21940,14.057.783/0001-54,CENOURA PRODUÇÕES AUDIOVISUAIS LTDA,MIGDAL PRODUÇÕES AUDIOVISUAIS LTDA,33.614.133/0001-07
2567,34129,24.833.347/0001-83,DIRESPONSA PRODUÇÕES LTDA - EPP,SUGARCANE FILMES LTDA,29.954.968/0001-39
2568,999,49.922.966/0001-75,FAUZI A MANSUR CINEMATOGRÁFICA,ALFA CINEMA E VÍDEO LTDA,55.469.316/0001-19
2569,46318,16.991.584/0001-44,VICTOR L. DOS SANTOS AUDIOVISUAL,QUERO FILMES LTDA - ME,09.350.378/0001-90
2570,14705,06.814.372/0001-38,ARTE PRODUÇÃO E ADMINISTRAÇÃO DE EMPREENDIMENTOS CULTURAIS LTDA,PAULO PÉLICO - ME,01.301.355/0001-83
2571,44832,34.433.654/0001-20,GARDA DISTRIBUIDORA DE FILMES LTDA,SIAESP SINDICATO DA INDÚSTRIA AUDIOVISUAL DO ESTADO DE SÃO PAULO,45.796.364/0001-68
2572,34722,25.009.725/0001-71,CONTEUDO AGRO PRODUCOES LTDA,MARCAS E MÁQUINAS PRODUÇÕES LTDA,33.934.198/0001-30
2573,40196,30.615.996/0001-00,CINEMATOGRÁFICA PRODUÇÕES EIRELI,PROCINE PRODUTORA DE VÍDEO E COMUNICAÇÃO LTDA-ME,10.464.547/0001-00
2574,47738,39.536.089/0001-40,CICLOPE FILMES CINEMATOGRAFICOS LTDA,CICLOPE STUDIO DE MIDIA DIGITAL LTDA - ME,20.053.156/0001-48
2575,25168,13.153.083/0001-09,"Z1 STUDIO DE ARQUITETURA, ENGENHARIA E COMPUTACAO GRAFICA LTDA ME",CICLOPE STUDIO DE MIDIA DIGITAL LTDA - ME,20.053.156/0001-48
2576,52582,33.901.784/0001-88,ASSOCIAÇÃO DE COMUNICAÇÃO REDE VALE DO CAÍ TV,"ASSOCIAÇÃO COORDENADORA DOS USUÁRIOS DO CANAL COMUNITÁRIO DE NOVO HAMBURGO, VALE DOS SINOS E CAÍ",10.371.708/0001-02
2577,34841,00.977.351/0001-57,JONASCE LTDA.- ME,JOSUÉ´S CINE ARCOS LTDA.,33.564.975/0001-00
2578,46087,36.187.298/0001-38,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,JOSUÉ´S CINE ARCOS LTDA.,33.564.975/0001-00
2579,14506,06.335.768/0001-00,CASA DE TEATRO PRODUÇÕES ARTISTICAS LTDA,BOA VIDA PRODUÇÕES ARTÍSTICAS LTDA,00.595.079/0001-40
2580,36933,10.439.298/0001-94,OKTOPUS FILMES LTDA.,VOID FILMES LTDA,35.777.453/0001-03
2581,40729,26.226.764/0001-93,BROADCAST VIDEO LTDA,MARCIO RODRIGUES BREYER ME,09.541.465/0001-24
2582,40924,22.669.749/0001-69,NOTRE FILMS & PRODUCOES LTDA - EPP,NOTRE VISAGE FILMS & PRODUCOES LTDA,13.312.628/0001-74
2583,19026,13.223.419/0001-54,3K MONTANA PRODUÇÃO AUDIOVISUAL LTDA - EPP,BELA VISTA PRODUCAO AUDIOVISUAL LTDA - EPP,27.661.965/0001-81
2584,44193,10.626.854/0001-31,POST IT POS-PRODUCOES LTDA,FELIPE DE OLIVEIRA BEZERRA 36996274893,19.100.810/0001-48
2585,46467,33.522.290/0001-92,FG3 ENTRETENIMENTO LTDA,FLORES & FILMES PRODUCAO LTDA,17.235.627/0001-24
2586,42315,25.141.399/0001-51,GMRM ENTRETENIMENTOS LTDA.,TELEVISAO CIDADE LTDA,80.583.941/0001-34
2587,204,03.942.987/0001-51,IMAGINA PRODUÇÕES LTDA,IMAPUBLI ILUSTRACOES LTDA - ME,08.675.455/0001-19
2588,38976,08.941.218/0001-52,CEARÁ FILMES E PRODUÇÕES LTDA - ME,WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA,19.567.967/0001-88
2589,2943,06.265.926/0001-95,CASA FORTE PRODUÇÕES ARTÍSTICAS LTDA,CASA FORTE SP PRODUÇÕES ARTÍSTICAS LTDA.,20.297.314/0001-05
2590,31185,03.958.889/0001-02,MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME,MOVIOCA PRODUÇÕES ARTÍSTICAS LTDA - ME,15.743.170/0001-33
2591,16313,11.019.855/0001-80,UQ DESIGN LTDA,UQ EVENTOS LTDA.,15.641.170/0001-22
2592,17997,11.211.707/0001-63,LOCOMOTIVA FILMES LTDA - ME,METAFORA FILMES LTDA,18.650.651/0001-92
2593,31586,22.889.475/0001-13,CLARIÔ FILMES,TRUCO-SEIS FILMES LTDA,34.832.081/0001-08
2594,5118,07.521.590/0001-47,CANÁRIO PRODUTORA DE VÍDEO LTDA,PULO DO GATO FILMES LTDA,10.696.683/0001-17
2595,22217,13.822.522/0001-10,CONTRAFILMES LTDA,MODUS VIVENDI PRODUTORA DE AUDIOVISUAL LTDA,05.893.950/0001-06
2596,32260,18.521.918/0001-41,FERNANDO CONTINENTINO SETTA 02626386731,SETTA PRODUÇÕES EIRELI,31.909.791/0001-09
2597,49859,42.262.422/0001-85,APOLLINE FILMES LTDA,CLOSER PRODUÇÃO AUDIOVISUAL E FOTOGRAFIA LTDA,31.999.793/0001-28
2598,17628,08.913.231/0001-06,C.A.V. LEMOS,C A VIEIRA LEMOS E CIA LTDA,20.334.881/0001-94
2599,29387,15.328.629/0001-32,CHANGO PRODUÇÕES FOTOGRÁFICAS E CINEMATOGRÁFICAS LTDA,CHANGO PRODUÇÕES LTDA,28.905.848/0001-89
2600,29849,13.840.055/0001-51,CINEMINHA PRODUCOES LTDA,CLUBE FILMES LTDA,46.401.439/0001-27
2601,43969,34.396.167/0001-35,STUDIO FLY SOLUCOES LTDA,MRPR CONSULTORIA & SOLUCOES LTDA,44.352.218/0001-80
2602,51609,45.114.202/0001-00,FEF PRODUÇÕES ARTISTICAS LTDA,TEP ENTRETENIMENTO E PROMOÇÕES LTDA,37.057.774/0001-69
2603,47556,40.180.478/0001-65,TECA PRODUCOES ARTISTICAS E CULTURAIS LTDA,"PATIO VAZIO PRODUÇÕES CINEMATOGRÁFICAS, ARTÍSTICAS E CULTURAIS LTDA - ME",15.830.015/0001-54
2604,3556,03.464.429/0001-28,"LUCAS & VOGEL PUBLICIDADE, MARKETING, PRODUÇÃO E EVENTOS S/C LTDA",PROMÍDIA PRODUÇÕES LTDA.,15.424.510/0001-63
2605,51583,45.245.018/0001-91,K.JU PRODUCOES AUDIOVISUAIS LTDA,QAQ - PRODUÇÕES DE FILMES E VIDEOS LTDA - ME,07.906.421/0001-25
2606,2741,03.623.153/0001-83,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,EBCINE S/A - EMPRESA BRASILEIRA DE CINEMAS,06.022.961/0001-83
2607,1267,01.916.445/0001-89,SUPERTRUNFO - COMUNICACOES LTDA,FILMART PRODUÇÕES ARTISTICAS LTDA,64.044.886/0001-58
2608,45019,33.982.904/0001-19,GRIFA FILMES LTDA,FILMART PRODUÇÕES ARTISTICAS LTDA,64.044.886/0001-58
2609,42545,23.917.925/0001-05,MARKO COMUNICACAO LTDA,MARKO PUBLICIDADE E PROPAGANDA LTDA,23.395.635/0001-30
2610,29983,20.983.289/0001-13,STRATOSTORM STUDIOS EIRELI - EPP,STRATOSTORM ANIMATION LTDA,28.370.887/0001-29
2611,31851,20.053.156/0001-48,CICLOPE STUDIO DE MIDIA DIGITAL LTDA - ME,CICLOPE FILMES CINEMATOGRAFICOS LTDA,39.536.089/0001-40
2612,40730,31.159.134/0001-83,RG PALMA EXIBICAO CINEMATOGRAFICA LTDA,GF ANDRADE ENTRETENIMENTO E COMÉRCIO LTDA,23.200.362/0001-21
2613,29244,18.280.888/0001-29,SETUP FILMES LTDA - ME,SETUP PRODUCOES AUDIOVISUAIS LTDA,36.825.458/0001-27
