,CPB,TITULO_ORIGINAL,NUMERO_SALIC
1910,B1900157600000  ,KARDEC                                                                                              ,130550
1911,B1900157700000  ,OS RONI - 1ª TEMPORADA                                                                              ,180281
1912,B1900158600000  ,FÁBRICA DE CASAMENTOS - 3ª TEMPORADA                                                                ,190041
1913,B1900167100000  ,PEQUENOS GRANDES TALENTOS                                                                           ,170764
1914,B1900169300000  ,SOB PRESSÃO - 3ªTEMPORADA                                                                           ,180570
1915,B1900172100000  ,O DOUTRINADOR - SÉRIE                                                                               ,170255
1916,B1900173400000  ,FRONTEIRAS DO PENSAMENTO                                                                            ,170683
1917,B1900180000000  ,BOCA DE OURO                                                                                        ,170664
1918,B1900180100000  ,HEMINGWAY                                                                                           ,170663
1919,B1900181400000  ,JUACAS - SEGUNDA TEMPORADA                                                                          ,180030
1920,B1900186100000  ,LUANA É DE LUA                                                                                      ,180352
1921,B1900188300000  ,A REAÇÃO BRASILEIRA                                                                                 ,140091
1922,B1900189100000  ,MISSÃO CUPIDO                                                                                       ,120550
1923,B1900189600000  ,CAXIAS - QUE CIDADE É ESSA?                                                                         ,100405
1924,B1900190200000  ,RIO HEROES  SEGUNDA TEMPORADA                                                                      ,180251
1925,B1900205100000  ,FOTOGRAFAÇÃO                                                                                        ,150387
1926,B1900212200000  ,DOIS                                                                                                ,140495
1927,B1900222900000  ,GIGABLASTER - PRIMEIRA TEMPORADA                                                                    ,160439
1928,B1900230300000  ,ICO BIT ZIP - 1ª TEMPORADA                                                                          ,180216
1929,B1900232500000  ,EM NOME DA JUSTIÇA                                                                                  ,170333
1930,B1900232600000  ,BACURAU                                                                                             ,130213
1931,B1900232700000  ,DIVINO AMOR                                                                                         ,170834
1932,B1900233000000  ,EU SOU BRASILEIRO                                                                                   ,140313
1933,B1900233200000  ,UMA HISTÓRIA DE AMOR ASSOMBRADO                                                                     ,110212
1934,B1900233300000  ,EM BUSCA DE CINDERELA                                                                               ,150440
1935,B1900235500000  ,TURMA DA MÔNICA - LAÇOS                                                                             ,160159
1936,B1900235800000  ,OS SONÂMBULOS                                                                                       ,140067
1937,B1900238900000  ,ESCRAVIDÃO - SÉCULO XXI                                                                             ,160257
1938,B1900241900000  ,A DIVISÃO                                                                                           ,160325
1939,B1900244900000  ,PROVA DE NOIVA                                                                                      ,160881
1940,B1900245100000  ,NOVAS ESPÉCIES - A EXPEDIÇÃO DO SÉCULO                                                              ,130322
1941,B1900245500000  ,ÁGUAS SELVAGENS                                                                                     ,180626
1942,B1900247200000  ,CRÔNICA DE UMA CIDADE PARTIDA                                                                       ,150464
1943,B1900251700000  ,A ÁGUA QUE FALTA                                                                                    ,170669
1944,B1900253800000  ,RELATOS DO FRONT                                                                                    ,170183
1945,B1900261200000  ,ESCOLA DE GÊNIOS - QUARTA TEMPORADA                                                                 ,180340
1946,B1900261400000  ,ARQUIS                                                                                              ,170254
1947,B1900262200000  ,"ADONIRAN, MEU NOME É JOÃO RUBINATO                                                                  ",160602
1948,B1900263500000  ,ROTAS DO ÓDIO - 3ª TEMPORADA                                                                        ,170636
1949,B1900266500000  ,A EVOLUÇÃO DO COMBATE                                                                               ,180440
1950,B1900267800000  ,FREI DAMIÃO - O SANTO DO NORDESTE                                                                   ,160763
1951,B1900271600000  ,SOS FADA MANU (QUARTA TEMPORADA)                                                                    ,170711
1952,B1900284300000  ,GERAÇÕES DA VELA                                                                                    ,180253
1953,B1900289200000  ,WEEBOOM                                                                                             ,150163
1954,B1900303300000  ,QUEBRANDO O TABU - 2ª TEMPORADA                                                                     ,180940
1955,B1900303600000  ,AMÉRICA ARMADA                                                                                      ,150500
1956,B1900307100000  ,NO CORAÇÃO DO MUNDO                                                                                 ,130475
1957,B1900307900000  ,FAZ SOL LÁ SIM                                                                                      ,150160
1958,B1900308400000  ,O DONO DO LAR                                                                                       ,180620
1959,B1900314100000  ,ALMA IMORAL                                                                                         ,100474
1960,B1900319200000  ,CRAQUES PARA SEMPRE                                                                                 ,150395
1961,B1900321800000  ,LIQUID VOICES - A HISTÓRIA DE MATHILDA SEGALESCU                                                    ,180136
1962,B1900331000000  ,SELVAGEM                                                                                            ,160573
1963,B1900336100000  ,DESAFIO DE TALENTOS                                                                                 ,180375
1964,B1900337200000  ,SE ESSA ROUPA FOSSE MINHA                                                                           ,180240
1965,B1900341900000  ,MÚSICA PARA MORRER DE AMOR                                                                          ,150063
1966,B1900343900000  ,AUTÊNTICAS - 2ª TEMPORADA                                                                           ,190147
1967,B1900344100000  ,NASCIDOS PARA O COMBATE - QUARTA TEMPORADA                                                          ,180348
1968,B1900345500000  ,TRANSAMAZÔNICA - UMA ESTRADA PARA O PASSADO                                                         ,150447
1969,B1900347800000  ,PIEDADE                                                                                             ,140103
1970,B1900347900000  ,FÉRIAS EM FAMÍLIA - 1ª TEMPORADA                                                                    ,181011
1971,B1900350700000  ,ESPERO TUA (RE)VOLTA                                                                                ,170200
1972,B1900350800000  ,CANHOTAS                                                                                            ,180071
1973,B1900350900000  ,BALANGAY: NAS ÁGUAS FILIPINAS                                                                       ,170628
1974,B1900366600000  ,A VIDA INVISÍVEL                                                                                    ,170803
1975,B1900371100000  ,ALIMENTANDO O MUNDO                                                                                 ,170645
1976,B1900373100000  ,SANTOS DUMONT                                                                                       ,160687
1977,B1900374400000  ,BRASIL DE IMIGRANTES                                                                                ,180899
1978,B1900375200000  ,VENTOS DO BRASIL                                                                                    ,160809
1979,B1900376800000  ,BOA NOITE                                                                                           ,150199
1980,B1900380000000  ,VOU NADAR ATÉ VOCÊ                                                                                  ,120558
1981,B1900386800000  ,DIVALDO  O MENSAGEIRO DA PAZ                                                                       ,150424
1982,B1900389300000  ,VIVER PARA LUTAR - TERCEIRA TEMPORADA                                                               ,180347
1983,B1900389500000  ,JUNGLE PILOT                                                                                        ,140513
1984,B1900390200000  ,OS RONI - 2ª TEMPORADA                                                                              ,180436
1985,B1900390400000  ,CALLADO                                                                                             ,160072
1986,B1900392900000  ,BERTHA LUTZ - A MULHER NA CARTA DA ONU                                                              ,170332
1987,B1900394800000  ,IMPUROS                                                                                             ,180770
1988,B1900398400000  ,HEBE - A ESTRELA DO BRASIL                                                                          ,170017
1989,B1900400900000  ,TE CONTO NO CAMINHO                                                                                 ,180356
1990,B1900401700000  ,VAI QUE COLA 2 - O COMEÇO                                                                           ,190054
1991,B1900401800000  ,EM BUSCA DE ANSELMO                                                                                 ,160261
1992,B1900409100000  ,CARLINHOS E CARLÃO                                                                                  ,160428
1993,B1900413700000  ,PLANETA PALAVRA                                                                                     ,130299
1994,B1900415900000  ,A FERA NA SELVA                                                                                     ,100267
1995,B1900417800000  ,SEGUNDO TEMPO                                                                                       ,130232
1996,B1900421800000  ,LUCICREIDE VAI PRA MARTE                                                                            ,160593
1997,B1900429200000  ,SUBMERSOS                                                                                           ,170029
1998,B1900431000000  ,JUJU BOOT CAMP                                                                                      ,180363
1999,B1900435600000  ,PORNO PARA PRINCIPIANTES                                                                            ,150483
2000,B1900439300000  ,TERAPIA DO MEDO                                                                                     ,60137
2001,B1900439300000  ,TERAPIA DO MEDO                                                                                     ,130402
2002,B1900442300000  ,"ELA DISSE, ELE DISSE                                                                                ",180945
2003,B1900445000000  ,MAR BRASIL                                                                                          ,170595
2004,B1900446600000  ,É TETRA                                                                                             ,180260
2005,B1900447700000  ,"TURMA DA MÔNICA JOVEM  1ª TEMPORADA,                                                               ",160583
2006,B1900447800000  ,M8                                                                                                  ,140530
2007,B1900448200000  ,AOS OLHOS DE ERNESTO                                                                                ,130019
2008,B1900448700000  ,EU SINTO MUITO                                                                                      ,180455
2009,B1900453000000  ,LINHA DE FRENTE                                                                                     ,170492
2010,B1900454100000  ,DISTRITO CULTURAL - QUINTA TEMPORADA                                                                ,190255
2011,B1900454200000  ,VENEZA                                                                                              ,170327
2012,B1900461100000  ,BUBU E AS CORUJINHAS - 2°TEMPORADA                                                                  ,170339
2013,B1900463100000  ,FLUXOS                                                                                              ,110499
2014,B1900468100000  ,VERLUST                                                                                             ,140039
2015,B1900468200000  ,FEITO TORTO PARA FICAR DIREITO - A SÉRIE                                                            ,150474
2016,B1900468300000  ,CABRAS DA PESTE                                                                                     ,180318
2017,B1900477300000  ,JOSÉ APARECIDO DE OLIVEIRA - O MAIOR MINEIRO DO MUNDO                                               ,140229
2018,B1900478400000  ,INTERVENÇÃO                                                                                         ,180255
2019,B1900479000000  ,OS SUBURBANOS - O FILME                                                                             ,170298
2020,B1900486900000  ,UM DIA QUALQUER                                                                                     ,160502
2021,B1900487100000  ,OS PARÇAS 2                                                                                         ,180287
2022,B1900489400000  ,BABY & ROSE - 2A TEMPORADA                                                                          ,190235
2023,B1900489800000  ,BRASIL DE IMIGRANTES ESPECIAL                                                                       ,180206
2024,B1900493300000  ,MINHA FORTALEZA - OS FILHOS DE FULANO                                                               ,140354
2025,B1900498800000  ,BATE CORAÇÃO                                                                                        ,120007
2026,B1900500400000  ,CONTRAPONTO 2                                                                                       ,80212
2027,B1900500500000  ,OS IRMÃOS FREITAS                                                                                   ,160396
2028,B1900505000000  ,POP!                                                                                                ,180176
2029,B1900506600000  ,TUDO NA PANELA                                                                                      ,190163
2030,B1900507200000  ,QUERÊNCIA                                                                                           ,140484
2031,B1900508000000  ,"PIXINGUINHA, UM HOMEM CARINHOSO                                                                     ",70210
2032,B1900513800000  ,NÃO VAMOS PAGAR NADA                                                                                ,170737
2033,B1900524900000  ,MESA PARA TODOS                                                                                     ,170769
2034,B1900525100000  ,VIOLA E TAMBOR                                                                                      ,180827
2035,B1900534400000  ,"MARIO WALLACE SIMONSEN, ENTRE A MEMÓRIA E A HISTÓRIA                                                ",60323
2036,B1900535300000  ,VÍTIMAS DIGITAIS                                                                                    ,180403
2037,B1900536300000  ,FLORES DO CÁRCERE                                                                                   ,170539
2038,B1900536500000  ,HARD                                                                                                ,170536
2039,B1900542000000  ,CONEXÕES                                                                                            ,160244
2040,B1900547900000  ,JORNADA DUPLA                                                                                       ,180202
2041,B1900548000000  ,#MECHAMADEBRUNA - 4A TEMPORADA                                                                      ,190002
2042,B1900548300000  ,"LIMA BARRETO, AO TERCEIRO DIA                                                                       ",160827
2043,B1900555000000  ,SEM RASTRO - 3ª TEMPORADA                                                                           ,180951
2044,B1900564100000  ,AEROPORTO - ÁREA RESTRITA (3ª TEMPORADA)                                                            ,180673
2045,B1900564800000  ,OPERAÇÃO FRONTEIRA - AMÉRICA DO SUL                                                                 ,180917
2046,B1900571100000  ,INCOMPATÍVEL                                                                                        ,140294
2047,B1900571200000  ,GIGABLASTER - SEGUNDA TEMPORADA                                                                     ,160439
2048,B1900572300000  ,CLUBE DA ANITTINHA - SEGUNDA TEMPORADA                                                              ,180930
2049,B1900572600000  ,PUREZA                                                                                              ,100353
2050,B1900576900000  ,MINHA MÃE É UMA PEÇA 3                                                                              ,190176
2051,B1900577700000  ,FICO TE DEVENDO UMA CARTA SOBRE O BRASIL                                                            ,190106
2052,B1900578700000  ,HOMENS DO CAMINHO - ROTAS HISTÓRICAS BRASILEIRAS NA COMPANHIA DO MANGALARGA MARCHADOR               ,180270
2053,B1900582500000  ,RAZÕES PARA NÃO SER MÃE                                                                             ,180898
2054,B1900583000000  ,SERIAL KELLY                                                                                        ,150110
2055,B1900583200000  ,CIDADE PÁSSARO                                                                                      ,120381
2056,B1900588900000  ,MADAME                                                                                              ,160301
2057,B1900589200000  ,OS SALAFRÁRIOS                                                                                      ,160073
2058,B1900590800000  ,TRANSVERSAL DO TEMPO                                                                                ,160302
2059,B1900592900000  ,A DIVISÃO - O FILME                                                                                 ,160239
2060,B1900593100000  ,O SHOW DA LUNA! SEXTA TEMPORADA                                                                     ,180850
2061,B1900594800000  ,AMIGAS DE SORTE                                                                                     ,150059
2062,B1900597300000  ,GLITTER MODEL - UMA AVENTURA CHEIA DE ESTILO                                                        ,180145
2063,B1900609700000  ,APENAS MENINAS                                                                                      ,170204
2064,B1900616600000  ,UNIDADE BÁSICA - 2ª TEMPORADA                                                                       ,170455
2065,B1900618000000  ,MACABRO                                                                                             ,130310
2066,B1900624500000  ,PELÉ A ORIGEM                                                                                       ,140388
2067,B2000000500000  ,CHACRINHA O VELHO GUERREIRO                                                                         ,170716
2068,B2000002500000  ,ESCOLA DE GÊNIOS - QUINTA TEMPORADA                                                                 ,180888
2069,B2000003500000  ,VIAGEM A QUALQUER CUSTO                                                                             ,190342
2070,B2000004600000  ,SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS                                                         ,140027
2071,B2000006000000  ,DE PERTO ELA NÃO É NORMAL                                                                           ,170055
2072,B2000006000000  ,DE PERTO ELA NÃO É NORMAL                                                                           ,190291
2073,B2000006500000  ,BABENCO - ALGUÉM TEM QUE OUVIR O CORAÇÃO E DIZER: PAROU                                             ,160177
2074,B2000006700000  ,MARIGHELLA                                                                                          ,130537
2075,B2000008400000  ,ENCARCERADOS                                                                                        ,150578
2076,B2000026600000  ,NA TRILHA DAS BORBOLETAS AZUIS                                                                      ,160414
2077,B2000028300000  ,GABRIEL MEDINA                                                                                      ,190004
2078,B2000034100000  ,NO GOGÓ DO PAULINHO                                                                                 ,170712
2079,B2000034400000  ,ENCANTADEIRAS - O CANTO E O ENCANTO DAS QUEBRADEIRAS DE COCO                                        ,150626
2080,B2000036900000  ,FÉRIAS EM FAMÍLIA - 2ª TEMPORADA                                                                    ,190155
2081,B2000038100000  ,BARRETÃO                                                                                            ,140460
2082,B2000040200000  ,SOLTEIRA QUASE SURTANDO                                                                             ,160029
2083,B2000041300000  ,O PALESTRANTE                                                                                       ,160225
2084,B2000042900000  ,ZIMBA                                                                                               ,140360
2085,B2000043200000  ,LEGADO ITALIANO                                                                                     ,160744
2086,B2000045000000  ,ROTAS DO ÓDIO  4ª TEMPORADA                                                                        ,180066
2087,B2000050700000  ,VOZES DA FLORESTA                                                                                   ,150626
2088,B2000055300000  ,ENTRE GREVES                                                                                        ,150179
2089,B2000055900000  ,NA ESTRADA DO JIU-JITSU - 2 TEMPORADA                                                               ,180886
2090,B2000059800000  ,WILD - REDE SELVAGEM                                                                                ,170641
2091,B2000065100000  ,UM CONTRA TODOS - QUARTA TEMPORADA                                                                  ,180764
2092,B2000065400000  ,EM BUSCA DO U-513                                                                                   ,110368
2093,B2000065800000  ,TARSILINHA                                                                                          ,70508
2094,B2000067200000  ,BORN TO FASHION                                                                                     ,180384
2095,B2000070300000  ,DOIS MAIS DOIS                                                                                      ,150358
2096,B2000072100000  ,GUI E ESTOPA 5ª TEMPORADA                                                                           ,150541
2097,B2000075900000  ,VIAJO LOGO EXISTO                                                                                   ,170699
2098,B2000078000000  ,DEPOIS A LOUCA SOU EU                                                                               ,160831
2099,B2000078100000  ,ONDE O BENEDITO ENCONTRA O CEDROS                                                                   ,140076
2100,B2000080900000  ,ESPÍRITO DA LUTA 2ª TEMPORADA                                                                       ,160698
2101,B2000081700000  ,ELA E EU                                                                                            ,140528
2102,B2000096200000  ,EDUARDO E MÔNICA                                                                                    ,140425
2103,B2000096300000  ,A MORTE HABITA À NOITE                                                                              ,160485
2104,B2000096400000  ,SAMBALANÇO - A BOSSA QUE DANÇA                                                                      ,150571
2105,B2000096500000  ,ACQUA MOVIE                                                                                         ,140447
2106,B2000097000000  ,ANIMAZOO - SÉRIE TELEVISIVA                                                                         ,160002
2107,B2000097600000  ,SELVAGEM                                                                                            ,170177
2108,B2000102100000  ,SENNINHA NA PISTA MALUCA - SEGUNDA TEMPORADA                                                        ,180288
2109,B2000102800000  ,CORRENDO POR UM SONHO                                                                               ,120394
2110,B2000110400000  ,BRASIL ÁFRICA - UM ELO NATURAL                                                                      ,120500
2111,B2000111800000  ,PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ                                                       ,140208
2112,B2000112600000  ,ARIANO APRESENTA: O AUTO DA BOA MENTIRA                                                             ,160397
2113,B2000115000000  ,DINHEIRO NOSSO - ORÇAMENTO PÚBLICO E PARTICIPAÇÃO                                                   ,150617
2114,B2000115500000  ,PORTUÑOL                                                                                            ,160004
2115,B2000127200000  ,O DONO DO LAR 2ª TEMPORADA                                                                          ,190030
2116,B2000127500000  ,NADA É POR ACASO                                                                                    ,130268
2117,B2000142500000  ,UM DIA QUALQUER - SÉRIE                                                                             ,180492
2118,B2000143100000  ,A DIVISÃO - 2ª TEMPORADA                                                                            ,160466
2119,B2000155000000  ,O BUSCADOR                                                                                          ,140413
2120,B2000158900000  ,CHORÃO: MARGINAL ALADO                                                                              ,140269
2121,B2000162700000  ,IDEIAS PARA O MUNDO                                                                                 ,150550
2122,B2000163700000  ,AMIGO ARRIGO                                                                                        ,130364
2123,B2000163800000  ,OS ESPETACULARES                                                                                    ,130275
2124,B2000172800000  ,DRA. DARCI - 2ª TEMPORADA                                                                           ,190197
2125,B2000173600000  ,HOMEM ONÇA                                                                                          ,150226
2126,B2000180800000  ,12 MOEDAS                                                                                           ,170599
2127,B2000183900000  ,"CHACRINHA, EU VIM PARA CONFUNDIR NÃO PARA EXPLICAR                                                  ",170426
2128,B2000201900000  ,CORPOS PERIFÉRICOS                                                                                  ,170452
2129,B2000202000000  ,A VERDADE DA MENTIRA                                                                                ,180467
2130,B2000211700000  ,AUTO POSTO - 1ª TEMPORADA                                                                           ,180925
2131,B2000227100000  ,MEU QUERIDO SUPERMERCADO                                                                            ,170171
2132,B2000229200000  ,ESCOLA DE GÊNIOS - SEXTA TEMPORADA                                                                  ,190050
2133,B2000230700000  ,NAS ONDAS DA FÉ                                                                                     ,140426
2134,B2000233900000  ,MANGUE BIT                                                                                          ,130487
2135,B2000234700000  ,A PONTE DE BAMBU                                                                                    ,150257
2136,B2000243800000  ,FRONTEIRAS DO PENSAMENTO - 2ª TEMPORADA                                                             ,180766
2137,B2000251400000  ,O RIO DO DESEJO                                                                                     ,140074
2138,B2000277900000  ,MINHA FAMILIA PERFEITA                                                                              ,140194
2139,B2000290500000  ,COROANDO                                                                                            ,180141
2140,B2000295000000  ,AS GRANDES RIVALIDADES DO MMA                                                                       ,180866
2141,B2000312500000  ,DNA ABDELMASSIH                                                                                     ,170376
2142,B2000319500000  ,NHEENGATU                                                                                           ,150203
2143,B2000320300000  ,O SENTIDO DA VIDA                                                                                   ,140347
2144,B2000322000000  ,QUEM É VOCÊ?                                                                                        ,150649
2145,B2000323600000  ,CONFISCO                                                                                            ,160226
2146,B2000327800000  ,ATRAVESSA A VIDA                                                                                    ,180388
2147,B2000337100000  ,UM PRESENTE À PROVA DE FUTURO                                                                       ,160755
2148,B2000339200000  ,"NAZINHA, OLHAI POR NÓS                                                                              ",150078
2149,B2000340700000  ,SUJEITO OCULTO                                                                                      ,170157
2150,B2000361000000  ,GUATÓ: UMA REMADA NO TEMPO                                                                          ,180872
2151,B2000362200000  ,GUIA POLITICAMENTE INCORRETO II                                                                     ,180234
2152,B2000365500000  ,ROGAI POR NÓS                                                                                       ,150458
2153,B2000367000000  ,GAROTA DA MOTO                                                                                      ,170077
2154,B2000374000000  ,RIO HEAT                                                                                            ,140098
2155,B2000375600000  ,MANGUEIRA EM 2 TEMPOS                                                                               ,150612
2156,B2000383500000  ,DRA. DARCI - 3ª TEMPORADA                                                                           ,190198
2157,B2000397200000  ,O SAMBA É PRIMO DO JAZZ                                                                             ,170422
2158,B2000402300000  ,"ODILON, RÉU DE SI MESMO                                                                             ",170637
2159,B2000417200000  ,EXTERMINADORES DO ALÉM                                                                              ,170753
2160,B2000433100000  ,CHICO VENTANA TAMBÉM QUERIA TER UM SUBMARINO                                                        ,145006
2161,B2000436400000  ,TODOS OS MORTOS                                                                                     ,130141
2162,B2000440700000  ,DENTE POR DENTE                                                                                     ,170387
2163,B2000453400000  ,"TUCA, O MESTRE CUCA                                                                                 ",170259
2164,B2000454300000  ,AMARRAÇÃO DO AMOR                                                                                   ,170120
2165,B2000454900000  ,CIDADES POSSÍVEIS                                                                                   ,180768
2166,B2000459900000  ,DORIVAL CAYMMI  UM HOMEM DE AFETOS                                                                 ,160133
2167,B2000461900000  ,PRAZER EM CONHECER                                                                                  ,180828
2168,B2000462400000  ,SEM MAQUIAGEM                                                                                       ,160556
2169,B2000468500000  ,DORA E GABRIEL                                                                                      ,150206
2170,B2000473500000  ,TERRAS TROPICAIS                                                                                    ,180395
2171,B2000474800000  ,BELEZA GG -SEGUNDA TEMPORADA                                                                        ,180638
2172,B2000477300000  ,RIR PRA NÃO CHORAR                                                                                  ,200108
2173,B2000484000000  ,A SOGRA PERFEITA                                                                                    ,181009
2174,B2000484600000  ,JOVENS GUERREIROS                                                                                   ,190123
2175,B2000488900000  ,10 HORAS PARA O NATAL                                                                               ,180031
2176,B2000494000000  ,21 MÃO NA CABEÇA                                                                                    ,140056
2177,B2000497700000  ,ABE                                                                                                 ,110420
2178,B2000499400000  ,ACADEMIA DE GIUSEPPE                                                                                ,190410
2179,B2000502900000  ,QUEM VAI FICAR COM MÁRIO                                                                            ,150521
2180,B2000513600000  ,UM TIO QUASE PERFEITO 2                                                                             ,180054
2181,B2000525500000  ,O CLUBE DOS ANJOS                                                                                   ,170144
2182,B2000526600000  ,+ AMOR                                                                                              ,110417
2183,B2000531300000  ,ESPETÁCULO - POR TRÁS DAS CORTINAS DO MUSICAL                                                       ,90260
2184,B2000532000000  ,PACIFIED                                                                                            ,160147
2185,B2000535600000  ,OS SZAFIRS - 1ª TEMPORADA                                                                           ,180367
2186,B2000542500000  ,MEU NOME É BAGDÁ                                                                                    ,160145
2187,B2100010700000  ,LOOP                                                                                                ,187087
2188,B2100010700000  ,LOOP                                                                                                ,177504
2189,B2100010700000  ,LOOP                                                                                                ,150660
2190,B2100016600000  ,NASCIDOS PARA O COMBATE - 5ª TEMPORADA                                                              ,190218
2191,B2100017700000  ,BOB CUSPE - NÓS NÃO GOSTAMOS DE GENTE                                                               ,130359
2192,B2100018500000  ,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO                                           ,190142
2193,B2100027200000  ,JAIR RODRIGUES - DEIXA QUE DIGAM                                                                    ,150357
2194,B2100036700000  ,O ESPAÇO INFINITO                                                                                   ,150700
2195,B2100057000000  ,AS NOVAS AVENTURAS DO KAISER                                                                        ,160525
2196,B2100057900000  ,POR QUE VOCÊ NÃO CHORA?                                                                             ,170350
2197,B2100062500000  ,COMO ELA FAZ?                                                                                       ,170534
2198,B2100070100000  ,O SILÊNCIO DA CHUVA                                                                                 ,170134
2199,B2100072000000  ,LIBELU - ABAIXO A DITADURA                                                                          ,160768
2200,B2100073300000  ,UMA NOITE ANTES DO NATAL                                                                            ,187329
2201,B2100074100000  ,IRMÃO DO JOREL - 4ª TEMPORADA                                                                       ,180236
2202,B2100077600000  ,PAPO MUSICAL                                                                                        ,190232
2203,B2100103100000  ,DIÁRIO DE VIAGEM                                                                                    ,160430
2204,B2100112200000  ,"NIMBUS, O CAÇADOR DE NUVENS                                                                         ",185014
2205,B2100113200000  ,L.O.C.A.                                                                                            ,160488
2206,B2100113300000  ,"MIGLIACCIO, O BRASILEIRO EM CENA                                                                    ",200036
2207,B2100115300000  ,AOS NOSSOS FILHOS                                                                                   ,140017
2208,B2100115400000  ,TIME DE FÁBRICA                                                                                     ,180320
2209,B2100131800000  ,MULHERES E HOMENS DA TERRA                                                                          ,150656
2210,B2100139800000  ,BALANÇO BLACK                                                                                       ,170010
2211,B2100148700000  ,O RIM DE RILDO                                                                                      ,1862020
2212,B2100161600000  ,MAIOR QUE O MUNDO                                                                                   ,150632
2213,B2100167200000  ,AS PORTAS ABERTAS                                                                                   ,140468
2214,B2100168100000  ,GALERA FC                                                                                           ,180617
2215,B2100176100000  ,OS AUSENTES                                                                                         ,180554
2216,B2100179800000  ,OS SZAFIRS - 2ª TEMPORADA                                                                           ,180368
2217,B2100185000000  ,DIMINUTA                                                                                            ,120076
2218,B2100226000000  ,NEM TUDO SE DESFAZ                                                                                  ,190110
2219,B2100232400000  ,O ACIDENTE                                                                                          ,185331
2220,B2100232400000  ,O ACIDENTE                                                                                          ,185077
2221,B2100239900000  ,ALMANAQUE DOS ESPORTES - 3A TEMPORADA                                                               ,160218
2222,B2100242000000  ,OS CAMINHOS DO MEU PAI                                                                              ,180454
2223,B2100259000000  ,MEDIDA PROVISÓRIA                                                                                   ,160140
2224,B2100259000000  ,MEDIDA PROVISÓRIA                                                                                   ,150281
2225,B2100259600000  ,WANDERING HEART                                                                                     ,190156
2226,B2100260000000  ,DIÁRIOS DE INTERCÂMBIO                                                                              ,160734
2227,B2100261800000  ,O FILHO ÚNICO DO MEU PAI                                                                            ,170314
2228,B2100261900000  ,INSÂNIA                                                                                             ,180242
2229,B2100262100000  ,MEU ÁLBUM DE AMORES                                                                                 ,170388
2230,B2100263400000  ,A VIAGEM DE PEDRO                                                                                   ,140069
2231,B2100271200000  ,A PRINCESA DA YAKUZA                                                                                ,140400
2232,B2100271600000  ,DUETTO                                                                                              ,110443
2233,B2100271600000  ,DUETTO                                                                                              ,140130
2234,B2100272900000  ,O HÓSPEDE AMERICANO                                                                                 ,180065
2235,B2100278800000  ,UM CASAL INSEPARÁVEL                                                                                ,120530
2236,B2100281200000  ,VOCÊ NÃO É UM SOLDADO                                                                               ,170631
2237,B2100282100000  ,A PRIMEIRA MORTE DE JOANA                                                                           ,160297
2238,B2100282200000  ,"PLUFT, O FANTASMINHA                                                                                ",150220
2239,B2100282200000  ,"PLUFT, O FANTASMINHA                                                                                ",120415
2240,B2100290600000  ,REAÇÃO EM CADEIA                                                                                    ,150024
2241,B2100294600000  ,ARAÑA                                                                                               ,180139
2242,B2100302700000  ,DRAG ME AS A QUEEN  TERCEIRA TEMPORADA                                                             ,180411
2243,B2100322700000  ,QUATRO AMIGAS NUMA FRIA                                                                             ,140173
2244,B2100323600000  ,HOMENS DO CAMINHO - ROTAS HISTÓRICAS BRASILEIRAS NA COMPANHIA DO MANGALARGA MARCHADOR - 2ª TEMPORADA,180421
2245,B2100324700000  ,CURRAL                                                                                              ,180417
2246,B2100333300000  ,O SEGUNDO HOMEM                                                                                     ,150234
2247,B2100339600000  ,SEGREDOS DO PUTUMAYO                                                                                ,150618
2248,B2100347700000  ,O JARDIM SECRETO DE MARIANA                                                                         ,180643
2249,B2100359600000  ,SOCIEDADE DO CANSAÇO                                                                                ,200024
2250,B2100362100000  ,45 DO SEGUNDO TEMPO                                                                                 ,140520
2251,B2100363400000  ,GALERIA FUTURO                                                                                      ,130037
2252,B2100364800000  ,A MÃE                                                                                               ,160776
2253,B2100390800000  ,PÓLVORA NEGRA                                                                                       ,90037
2254,B2100401000000  ,AMOR SEM MEDIDA                                                                                     ,180177
